arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,source_file,row_index_raw,mandi_id_raw,mandi_id_status,crop_name_raw,arrival_quantity_raw,quantity_quintals,unit_extracted,unit_status,negative_quantity_flag,unit_conflict_flag,unit_unresolvable,missing_variety,missing_farmer_count,surrogate_id,is_duplicate
ARR0005636,2026-05-28,MANDI020,Sugarcane,Hybrid,13.356,tonnes,109.0,track3_mandi_arrivals.csv,7438,M020,normalized,गन्ना,13.356,133.56,tonnes,resolved_separate,0,0,0,0,0,0,0
ARR0024787,07-15-2026,MANDI023,REQUIRES_INVESTIGATION,PBW-343,464.31,qtl,56.0,track3_mandi_arrivals.csv,7439,MANDI-023,normalized,Ganna,464.31,464.31,qtl,resolved_separate,0,0,0,0,0,0,0
ARR0007559,10-Aug-2026,MANDI053,REQUIRES_INVESTIGATION,PBW-343,"46,132.0 KG",,48.0,track3_mandi_arrivals.csv,7440,MANDI053,normalized,Dhaan,"46,132.0 KG",461.32,kg,resolved,0,0,0,0,0,0,0
ARR0022157,2026-01-25,MANDI046,Mustard,PBW-343,16659.0,KGS,91.0,track3_mandi_arrivals.csv,7441,MANDI046,normalized,सरसों,16659.0,166.59,KGS,resolved_separate,0,0,0,0,0,0,0
ARR0012590,07-10-2026,MANDI050,REQUIRES_INVESTIGATION,Pusa-1121,38901.0,Kilo,106.0,track3_mandi_arrivals.csv,7442,MANDI050,normalized,Ganna,38901.0,389.01,Kilo,resolved_separate,0,0,0,0,0,0,0
ARR0014790,17.01.2026,MANDI001,Mustard,,236.03,Qtl,,track3_mandi_arrivals.csv,7443,MANDI001,normalized,mustard,236.03,236.03,Qtl,resolved_separate,0,0,0,1,1,0,0
ARR0018986,2026-03-29,MANDI050,Sugarcane,Hybrid,29814.0,KGS,128.0,track3_mandi_arrivals.csv,7444,mandi_050,normalized,Ganne,29814.0,298.14,KGS,resolved_separate,0,0,0,0,0,0,0
ARR0012492,2026-06-21,MANDI028,Sugarcane,Local,27189.0,kg,84.0,track3_mandi_arrivals.csv,7445,MANDI-028,normalized,Sugarcane,27189.0,271.89,kg,resolved_separate,0,0,0,0,0,0,0
ARR0017408,31.05.2026,MANDI025,Cotton,Premium,12672.0,kg,19.0,track3_mandi_arrivals.csv,7446,MANDI025,normalized,Kapas,12672.0,126.72,kg,resolved_separate,0,0,0,0,0,0,0
ARR0007725,11-May-2026,MANDI012,Sugarcane,Local,239.84,Quintals,58.0,track3_mandi_arrivals.csv,7447,MANDI012,normalized,गन्ना,239.84,239.84,Quintals,resolved_separate,0,0,0,0,0,0,0
ARR0001336,2026-04-07,MANDI033,REQUIRES_INVESTIGATION,Pusa-1121,195.26 qtl,,,track3_mandi_arrivals.csv,7448,MANDI033,normalized,चावल,195.26 qtl,195.26,qtl,resolved,0,0,0,0,1,0,0
ARR0009283,03.08.2026,MANDI055,Cotton,Pusa-1121,389.28,quintal,55.0,track3_mandi_arrivals.csv,7449,MANDI055,normalized,Kapas,389.28,389.28,quintal,resolved_separate,0,0,0,0,0,0,0
ARR0002873,06-06-2026,MANDI037,Mustard,Hybrid,40.22,Tonnes,140.0,track3_mandi_arrivals.csv,7450,MANDI037,normalized,सरसों,40.22,402.2,Tonnes,resolved_separate,0,0,0,0,0,0,0
ARR0021303,06-08-2026,MANDI051,Wheat,Local,23.84 qtl,,53.0,track3_mandi_arrivals.csv,7451,MANDI051,normalized,Wheat,23.84 qtl,23.84,qtl,resolved,0,0,0,0,0,0,0
ARR0008114,12.07.2026,MANDI016,Wheat,HD-2967,19870.0,kg,113.0,track3_mandi_arrivals.csv,7452,mandi_016,normalized,Gehun,19870.0,198.70000000000002,kg,resolved_separate,0,0,0,0,0,0,0
ARR0014421,04-Sep-2026,MANDI040,REQUIRES_INVESTIGATION,Hybrid,-321.55,KG,144.0,track3_mandi_arrivals.csv,7454,mandi040,normalized,Ganna,-321.55,,-321.55,negative,1,0,0,0,0,0,0
ARR0006776,2026-06-09,MANDI054,REQUIRES_INVESTIGATION,Pusa-1121,3915.9999999999995,KGS,83.0,track3_mandi_arrivals.csv,7455,mandi_054,normalized,चावल,3915.9999999999995,39.16,KGS,resolved_separate,0,0,0,0,0,0,0
ARR0012762,2026-01-08,MANDI036,Corn,,40.487,tonnes,131.0,track3_mandi_arrivals.csv,7456,M036,normalized,Makki,40.487,404.87,tonnes,resolved_separate,0,0,0,1,0,0,0
ARR0014033,07-Sep-2026,MANDI057,Paddy,Local,36.507999999999996,tonnes,144.0,track3_mandi_arrivals.csv,7457,mandi_057,normalized,Paddy,36.507999999999996,365.0799999999999,tonnes,resolved_separate,0,0,0,0,0,0,0
ARR0014234,2026-01-21,MANDI049,REQUIRES_INVESTIGATION,Local,5933.0,kg,97.0,track3_mandi_arrivals.csv,7458,MANDI049,normalized,Basmati,5933.0,59.33,kg,resolved_separate,0,0,0,0,0,0,0
ARR0001992,2026/01/24,MANDI032,Wheat,,40068.0,KG,22.0,track3_mandi_arrivals.csv,7459,MANDI032,normalized,GEHUN,40068.0,400.68,KG,resolved_separate,0,0,0,1,0,0,0
SURROGATE_ARR_000136,04.04.2026,MANDI020,Wheat,Hybrid,8.523,tonnes,75.0,track3_mandi_arrivals.csv,7460,mandi_020,normalized,WHEAT,8.523,85.22999999999999,tonnes,resolved_separate,0,0,0,0,0,1,0
ARR0021712,05-29-2026,MANDI035,Mustard,,16.558,T,28.0,track3_mandi_arrivals.csv,7461,mandi035,normalized,सरसों,16.558,165.57999999999998,T,resolved_separate,0,0,0,1,0,0,0
ARR0017967,05/09/2026,MANDI039,Mustard,Hybrid,44148.0,Kilo,39.0,track3_mandi_arrivals.csv,7462,mandi039,normalized,Mustard,44148.0,441.48,Kilo,resolved_separate,0,0,0,0,0,0,0
ARR0023885,17.06.2026,MANDI027,Paddy,Premium,374.91,Qtl,139.0,track3_mandi_arrivals.csv,7463,MANDI027,normalized,Rice,374.91,374.91,Qtl,resolved_separate,0,0,0,0,0,0,0
ARR0023686,23/04/2026,MANDI022,Wheat,Premium,238.0 qtl,,94.0,track3_mandi_arrivals.csv,7464,MANDI-022,normalized,Kanak,238.0 qtl,238.0,qtl,resolved,0,0,0,0,0,0,0
ARR0016648,19.04.2026,MANDI028,Wheat,PBW-343,25635.000000000004,KGS,77.0,track3_mandi_arrivals.csv,7465,mandi_028,normalized,GEHUN,25635.000000000004,256.35,KGS,resolved_separate,0,0,0,0,0,0,0
ARR0011130,2026-04-14,MANDI038,Mustard,PBW-343,444.21,Q,97.0,track3_mandi_arrivals.csv,7466,MANDI038,normalized,Mustard,444.21,444.21,Q,resolved_separate,0,0,0,0,0,0,0
ARR0005171,2026/08/17,MANDI002,Cotton,Local,"31,622.000000000004 KG",,100.0,track3_mandi_arrivals.csv,7467,M002,normalized,कपास,"31,622.000000000004 KG",316.22,kg,resolved,0,0,0,0,0,0,0
ARR0016319,01.06.2026,MANDI037,REQUIRES_INVESTIGATION,PBW-343,328.02,Q,109.0,track3_mandi_arrivals.csv,7468,MANDI037,normalized,Ganna,328.02,328.02,Q,resolved_separate,0,0,0,0,0,0,0
ARR0009518,2026/02/10,MANDI031,Mustard,,42344.0,kg,81.0,track3_mandi_arrivals.csv,7469,MANDI031,normalized,सरसों,42344.0,423.44,kg,resolved_separate,0,0,0,1,0,0,0
ARR0010991,2026-06-20,MANDI027,Cotton,HD-2967,18775.0,KG,117.0,track3_mandi_arrivals.csv,7470,MANDI027,normalized,Kapas,18775.0,187.75,KG,resolved_separate,0,0,0,0,0,0,0
ARR0009705,21-Aug-2026,MANDI046,Wheat,HD-2967,180.2,quintal,72.0,track3_mandi_arrivals.csv,7471,MANDI-046,normalized,GEHUN,180.2,180.2,quintal,resolved_separate,0,0,0,0,0,0,0
ARR0020594,2026/07/30,MANDI020,REQUIRES_INVESTIGATION,PBW-343,151.42 qtl,,22.0,track3_mandi_arrivals.csv,7472,MANDI020,normalized,Ganna,151.42 qtl,151.42,qtl,resolved,0,0,0,0,0,0,0
ARR0024294,06-25-2026,MANDI053,REQUIRES_INVESTIGATION,HD-2967,42563.0,KGS,47.0,track3_mandi_arrivals.csv,7473,mandi053,normalized,धान,42563.0,425.63,KGS,resolved_separate,0,0,0,0,0,0,0
ARR0011910,22-Apr-2026,MANDI021,Mustard,,5.663,Tonnes,132.0,track3_mandi_arrivals.csv,7474,MANDI021,normalized,Sarso,5.663,56.63,Tonnes,resolved_separate,0,0,0,1,0,0,0
ARR0020838,30.04.2026,MANDI033,Corn,PBW-343,138.98 qtl,,31.0,track3_mandi_arrivals.csv,7475,M033,normalized,corn,138.98 qtl,138.98,qtl,resolved,0,0,0,0,0,0,0
ARR0013041,30-Aug-2026,MANDI005,Wheat,Hybrid,214.69,Qtl,129.0,track3_mandi_arrivals.csv,7476,mandi_005,normalized,गेहूं,214.69,214.69,Qtl,resolved_separate,0,0,0,0,0,0,0
ARR0021736,2026/06/06,MANDI014,Corn,Local,6.473000000000001,tonnes,134.0,track3_mandi_arrivals.csv,7477,mandi_014,normalized,Makki,6.473000000000001,64.73,tonnes,resolved_separate,0,0,0,0,0,0,0
ARR0016979,16-Aug-2026,MANDI025,Paddy,HD-2967,"31,133.0 KG",,77.0,track3_mandi_arrivals.csv,7478,mandi_025,normalized,Rice,"31,133.0 KG",311.33,kg,resolved,0,0,0,0,0,0,0
ARR0015615,2026/08/19,MANDI018,Cotton,Local,49798.0,KG,97.0,track3_mandi_arrivals.csv,7479,MANDI018,normalized,Narma,49798.0,497.98,KG,resolved_separate,0,0,0,0,0,0,0
ARR0001102,2026-01-03,MANDI002,Wheat,Pusa-1121,35894.0,KG,54.0,track3_mandi_arrivals.csv,7480,MANDI002,normalized,Gehun,35894.0,358.94,KG,resolved_separate,0,0,0,0,0,0,0
ARR0010644,01.09.2026,MANDI016,REQUIRES_INVESTIGATION,PBW-343,470.29,qtl,49.0,track3_mandi_arrivals.csv,7481,016,normalized,Maize,470.29,470.29,qtl,resolved_separate,0,0,0,0,0,0,0
ARR0002949,19/04/2026,MANDI011,Corn,Pusa-1121,146.17,Quintals,,track3_mandi_arrivals.csv,7482,MANDI011,normalized,Corn,146.17,146.17,Quintals,resolved_separate,0,0,0,0,1,0,0
ARR0004820,2026-02-21,MANDI030,Wheat,Pusa-1121,468.16,Q,,track3_mandi_arrivals.csv,7483,MANDI-030,normalized,गेहूं,468.16,468.16,Q,resolved_separate,0,0,0,0,1,0,0
ARR0004442,15.02.2026,MANDI031,Sugarcane,PBW-343,446.53,Qtl,25.0,track3_mandi_arrivals.csv,7484,MANDI031,normalized,Ganne,446.53,446.53,Qtl,resolved_separate,0,0,0,0,0,0,0
ARR0011343,2026-04-03,MANDI014,REQUIRES_INVESTIGATION,Pusa-1121,-275.59,Qtl,53.0,track3_mandi_arrivals.csv,7485,MANDI-014,normalized,मक्का,-275.59,,-275.59,negative,1,0,0,0,0,0,0
ARR0008310,07-18-2026,MANDI007,REQUIRES_INVESTIGATION,Pusa-1121,124.69,Quintals,72.0,track3_mandi_arrivals.csv,7486,MANDI-007,normalized,Maize,124.69,124.69,Quintals,resolved_separate,0,0,0,0,0,0,0
ARR0016770,24.03.2026,MANDI038,Sugarcane,Premium,-24.11,Qtl,13.0,track3_mandi_arrivals.csv,7487,MANDI038,normalized,गन्ना,-24.11,,-24.11,negative,1,0,0,0,0,0,0
ARR0014619,18.03.2026,MANDI013,REQUIRES_INVESTIGATION,PBW-343,401.44,Q,36.0,track3_mandi_arrivals.csv,7488,mandi013,normalized,Ganna,401.44,401.44,Q,resolved_separate,0,0,0,0,0,0,0
ARR0001958,26/05/2026,MANDI013,Paddy,Pusa-1121,135.27,qtl,72.0,track3_mandi_arrivals.csv,7489,MANDI-013,normalized,Rice,135.27,135.27,qtl,resolved_separate,0,0,0,0,0,0,0
ARR0011032,08-Apr-2026,MANDI040,Wheat,HD-2967,5.2700000000000005,MT,147.0,track3_mandi_arrivals.csv,7490,mandi_040,normalized,Gehun,5.2700000000000005,52.7,MT,resolved_separate,0,0,0,0,0,0,0
ARR0006014,2026-01-22,MANDI008,Sugarcane,Hybrid,"25,467.0 KG",,80.0,track3_mandi_arrivals.csv,7491,MANDI008,normalized,Ganne,"25,467.0 KG",254.67000000000002,kg,resolved,0,0,0,0,0,0,0
ARR0019675,06.06.2026,MANDI002,REQUIRES_INVESTIGATION,Local,37718.0,Kilo,102.0,track3_mandi_arrivals.csv,7492,mandi_002,normalized,मक्का,37718.0,377.18,Kilo,resolved_separate,0,0,0,0,0,0,0
ARR0011263,26.08.2026,MANDI039,Cotton,Pusa-1121,20.63,Q,,track3_mandi_arrivals.csv,7493,039,normalized,cotton,20.63,20.63,Q,resolved_separate,0,0,0,0,1,0,0
ARR0020369,07/04/2026,MANDI027,REQUIRES_INVESTIGATION,Hybrid,196.6,Qtl,107.0,track3_mandi_arrivals.csv,7494,mandi_027,normalized,धान,196.6,196.6,Qtl,resolved_separate,0,0,0,0,0,0,0
ARR0014360,08-09-2026,MANDI001,Wheat,,18650.0,Kgs,23.0,track3_mandi_arrivals.csv,7495,MANDI001,normalized,Kanak,18650.0,186.5,Kgs,resolved_separate,0,0,0,1,0,0,0
ARR0006730,05/07/2026,MANDI047,Cotton,Premium,20.411,Tonnes,57.0,track3_mandi_arrivals.csv,7496,MANDI047,normalized,cotton,20.411,204.11,Tonnes,resolved_separate,0,0,0,0,0,0,0
ARR0017531,31/01/2026,MANDI034,Mustard,Pusa-1121,37348.0,KG,87.0,track3_mandi_arrivals.csv,7497,MANDI034,normalized,Sarso,37348.0,373.48,KG,resolved_separate,0,0,0,0,0,0,0
ARR0012891,2026-01-27,MANDI027,Mustard,,28.231,MT,53.0,track3_mandi_arrivals.csv,7498,MANDI027,normalized,Mustard,28.231,282.31,MT,resolved_separate,0,0,0,1,0,0,0
ARR0022864,2026/08/25,MANDI028,Mustard,Pusa-1121,-93.53,KG,19.0,track3_mandi_arrivals.csv,7499,MANDI-028,normalized,सरसों,-93.53,,-93.53,negative,1,0,0,0,0,0,0
ARR0005183,03/03/2026,MANDI002,Sugarcane,Premium,11.358,T,129.0,track3_mandi_arrivals.csv,7500,mandi002,normalized,Ganne,11.358,113.58000000000001,T,resolved_separate,0,0,0,0,0,0,0
ARR0006232,01-05-2026,MANDI027,Cotton,HD-2967,32.704,T,32.0,track3_mandi_arrivals.csv,7501,MANDI027,normalized,कपास,32.704,327.04,T,resolved_separate,0,0,0,0,0,0,0
ARR0003529,2026-01-16,MANDI036,Cotton,,30.519,Tonnes,95.0,track3_mandi_arrivals.csv,7503,mandi_036,normalized,Cotton,30.519,305.19,Tonnes,resolved_separate,0,0,0,1,0,0,0
ARR0003026,2026-08-13,MANDI027,Sugarcane,Hybrid,30945.999999999996,KGS,33.0,track3_mandi_arrivals.csv,7504,MANDI027,normalized,sugarcane,30945.999999999996,309.46,KGS,resolved_separate,0,0,0,0,0,0,0
ARR0022116,01-30-2026,MANDI045,Cotton,Premium,-32.16,Qtl,20.0,track3_mandi_arrivals.csv,7505,mandi_045,normalized,Narma,-32.16,,-32.16,negative,1,0,0,0,0,0,0
ARR0005918,2026/09/02,MANDI043,Paddy,Hybrid,226.71 qtl,,36.0,track3_mandi_arrivals.csv,7506,MANDI-043,normalized,Rice,226.71 qtl,226.71,qtl,resolved,0,0,0,0,0,0,0
ARR0008475,2026/01/26,MANDI017,REQUIRES_INVESTIGATION,HD-2967,-77.27,Qtl,109.0,track3_mandi_arrivals.csv,7507,mandi_017,normalized,चावल,-77.27,,-77.27,negative,1,0,0,0,0,0,0
ARR0002700,15/04/2026,MANDI008,Corn,PBW-343,20353.0,KGS,31.0,track3_mandi_arrivals.csv,7508,MANDI008,normalized,Makki,20353.0,203.53,KGS,resolved_separate,0,0,0,0,0,0,0
ARR0003338,04-Mar-2026,MANDI021,REQUIRES_INVESTIGATION,PBW-343,448.07,quintal,9.0,track3_mandi_arrivals.csv,7509,MANDI021,normalized,चावल,448.07,448.07,quintal,resolved_separate,0,0,0,0,0,0,0
ARR0005917,21.03.2026,MANDI041,Wheat,Local,499.17,quintal,128.0,track3_mandi_arrivals.csv,7510,MANDI041,normalized,Gehun,499.17,499.17,quintal,resolved_separate,0,0,0,0,0,0,0
ARR0000811,22/04/2026,MANDI028,Cotton,Premium,"42,993.0 KG",,,track3_mandi_arrivals.csv,7511,M028,normalized,Kapas,"42,993.0 KG",429.93,kg,resolved,0,0,0,0,1,0,0
ARR0016265,19/03/2026,MANDI035,Corn,Premium,167.68,Q,99.0,track3_mandi_arrivals.csv,7512,MANDI035,normalized,Makki,167.68,167.68,Q,resolved_separate,0,0,0,0,0,0,0
ARR0012234,2026/04/16,MANDI017,REQUIRES_INVESTIGATION,PBW-343,192.61,qtl,16.0,track3_mandi_arrivals.csv,7513,MANDI017,normalized,धान,192.61,192.61,qtl,resolved_separate,0,0,0,0,0,0,0
ARR0016225,07-Mar-2026,MANDI012,Sugarcane,Premium,126.93,Q,31.0,track3_mandi_arrivals.csv,7514,mandi_012,normalized,sugarcane,126.93,126.93,Q,resolved_separate,0,0,0,0,0,0,0
ARR0011776,2026-01-02,MANDI043,Mustard,PBW-343,"41,237.0 KG",,84.0,track3_mandi_arrivals.csv,7515,MANDI043,normalized,Mustard,"41,237.0 KG",412.37,kg,resolved,0,0,0,0,0,0,0
ARR0004127,27-May-2026,MANDI011,Sugarcane,PBW-343,42683.0,Kgs,96.0,track3_mandi_arrivals.csv,7516,MANDI011,normalized,Sugarcane,42683.0,426.83,Kgs,resolved_separate,0,0,0,0,0,0,0
ARR0003012,09-Aug-2026,MANDI042,Paddy,PBW-343,4209.0,KG,64.0,track3_mandi_arrivals.csv,7517,MANDI042,normalized,paddy,4209.0,42.09,KG,resolved_separate,0,0,0,0,0,0,0
ARR0006329,11-Feb-2026,MANDI034,Cotton,HD-2967,26.45,quintal,17.0,track3_mandi_arrivals.csv,7518,M034,normalized,कपास,26.45,26.45,quintal,resolved_separate,0,0,0,0,0,0,0
ARR0000226,2026-03-17,MANDI050,Sugarcane,Premium,382.64,Qtl,,track3_mandi_arrivals.csv,7519,MANDI-050,normalized,Sugarcane,382.64,382.64,Qtl,resolved_separate,0,0,0,0,1,0,0
SURROGATE_ARR_000137,2026-04-16,MANDI006,Cotton,Premium,44850.0,Kilo,27.0,track3_mandi_arrivals.csv,7520,MANDI-006,normalized,कपास,44850.0,448.5,Kilo,resolved_separate,0,0,0,0,0,1,0
ARR0023174,27-Jan-2026,MANDI039,Mustard,PBW-343,"29,502.0 KG",,81.0,track3_mandi_arrivals.csv,7521,MANDI039,normalized,mustard,"29,502.0 KG",295.02,kg,resolved,0,0,0,0,0,0,0
ARR0018392,19/01/2026,MANDI050,Cotton,Pusa-1121,24144.0,Kgs,,track3_mandi_arrivals.csv,7522,mandi050,normalized,cotton,24144.0,241.44,Kgs,resolved_separate,0,0,0,0,1,0,0
ARR0023247,23.04.2026,MANDI050,REQUIRES_INVESTIGATION,Premium,"11,024.0 KG",,110.0,track3_mandi_arrivals.csv,7523,mandi050,normalized,मक्का,"11,024.0 KG",110.24000000000001,kg,resolved,0,0,0,0,0,0,0
ARR0006408,2026-01-10,MANDI037,Wheat,Hybrid,37619.0,KGS,150.0,track3_mandi_arrivals.csv,7524,037,normalized,Gehun,37619.0,376.19,KGS,resolved_separate,0,0,0,0,0,0,0
ARR0003337,21/03/2026,MANDI002,Mustard,,307.59 qtl,,13.0,track3_mandi_arrivals.csv,7525,002,normalized,mustard,307.59 qtl,307.59,qtl,resolved,0,0,0,1,0,0,0
ARR0019317,06-Jun-2026,MANDI039,Mustard,HD-2967,386.23,Qtl,66.0,track3_mandi_arrivals.csv,7526,MANDI039,normalized,सरसों,386.23,386.23,Qtl,resolved_separate,0,0,0,0,0,0,0
ARR0014036,27-Feb-2026,MANDI042,Cotton,PBW-343,13.05,Quintals,117.0,track3_mandi_arrivals.csv,7527,mandi_042,normalized,Cotton,13.05,13.05,Quintals,resolved_separate,0,0,0,0,0,0,0
ARR0024045,2026-09-01,MANDI035,Mustard,Premium,"11,787.0 KG",,29.0,track3_mandi_arrivals.csv,7528,035,normalized,Sarso,"11,787.0 KG",117.87,kg,resolved,0,0,0,0,0,0,0
ARR0023585,2026/05/19,MANDI015,Paddy,Local,467.83,Q,101.0,track3_mandi_arrivals.csv,7529,mandi015,normalized,paddy,467.83,467.83,Q,resolved_separate,0,0,0,0,0,0,0
ARR0012028,28-Mar-2026,MANDI033,Sugarcane,Hybrid,-218.3,KG,128.0,track3_mandi_arrivals.csv,7530,MANDI033,normalized,गन्ना,-218.3,,-218.3,negative,1,0,0,0,0,0,0
ARR0003804,25.08.2026,MANDI041,Corn,Hybrid,25750.0,Kilo,84.0,track3_mandi_arrivals.csv,7531,MANDI-041,normalized,corn,25750.0,257.5,Kilo,resolved_separate,0,0,0,0,0,0,0
ARR0022874,16.01.2026,MANDI057,Cotton,Pusa-1121,13759.0,Kilo,105.0,track3_mandi_arrivals.csv,7532,MANDI-057,normalized,Kapas,13759.0,137.59,Kilo,resolved_separate,0,0,0,0,0,0,0
ARR0005196,2026/01/04,MANDI049,Mustard,HD-2967,47.613,MT,133.0,track3_mandi_arrivals.csv,7533,MANDI049,normalized,Mustard,47.613,476.13,MT,resolved_separate,0,0,0,0,0,0,0
ARR0015833,2026-03-27,MANDI002,Wheat,Local,341.79,Qtl,,track3_mandi_arrivals.csv,7534,mandi_002,normalized,गेहूं,341.79,341.79,Qtl,resolved_separate,0,0,0,0,1,0,0
ARR0017184,25-Aug-2026,MANDI054,REQUIRES_INVESTIGATION,Pusa-1121,36466.0,kg,19.0,track3_mandi_arrivals.csv,7535,MANDI054,normalized,Maize,36466.0,364.66,kg,resolved_separate,0,0,0,0,0,0,0
ARR0002130,09/06/2026,MANDI007,REQUIRES_INVESTIGATION,Pusa-1121,226.23,quintal,35.0,track3_mandi_arrivals.csv,7536,M007,normalized,Ganna,226.23,226.23,quintal,resolved_separate,0,0,0,0,0,0,0
ARR0002415,04/06/2026,MANDI002,Corn,Premium,330.64,quintal,,track3_mandi_arrivals.csv,7537,M002,normalized,Makki,330.64,330.64,quintal,resolved_separate,0,0,0,0,1,0,0
ARR0002795,11-Mar-2026,MANDI031,Cotton,Local,428.93,Q,12.0,track3_mandi_arrivals.csv,7538,MANDI-031,normalized,Narma,428.93,428.93,Q,resolved_separate,0,0,0,0,0,0,0
ARR0020139,2026/07/03,MANDI008,Mustard,,155.34,Qtl,5.0,track3_mandi_arrivals.csv,7539,MANDI-008,normalized,mustard,155.34,155.34,Qtl,resolved_separate,0,0,0,1,0,0,0
ARR0014545,04-01-2026,MANDI015,REQUIRES_INVESTIGATION,PBW-343,471.21,Quintals,74.0,track3_mandi_arrivals.csv,7540,mandi_015,normalized,चावल,471.21,471.21,Quintals,resolved_separate,0,0,0,0,0,0,0
ARR0011728,26-Jun-2026,MANDI020,Paddy,PBW-343,12117.0,KGS,134.0,track3_mandi_arrivals.csv,7541,MANDI020,normalized,paddy,12117.0,121.17,KGS,resolved_separate,0,0,0,0,0,0,0
ARR0009903,17-Apr-2026,MANDI040,REQUIRES_INVESTIGATION,,39268.0,kg,68.0,track3_mandi_arrivals.csv,7542,MANDI040,normalized,Dhaan,39268.0,392.68,kg,resolved_separate,0,0,0,1,0,0,0
ARR0006535,29.01.2026,MANDI026,REQUIRES_INVESTIGATION,HD-2967,46377.0,KGS,90.0,track3_mandi_arrivals.csv,7543,MANDI026,normalized,Basmati,46377.0,463.77,KGS,resolved_separate,0,0,0,0,0,0,0
ARR0011592,14/04/2026,MANDI002,Mustard,,25.802,T,,track3_mandi_arrivals.csv,7544,MANDI002,normalized,सरसों,25.802,258.02,T,resolved_separate,0,0,0,1,1,0,0
ARR0022602,03-29-2026,MANDI053,Wheat,Hybrid,247.19,qtl,,track3_mandi_arrivals.csv,7545,mandi_053,normalized,Kanak,247.19,247.19,qtl,resolved_separate,0,0,0,0,1,0,0
ARR0000593,12.07.2026,MANDI033,Mustard,Hybrid,327.14,quintal,81.0,track3_mandi_arrivals.csv,7546,MANDI-033,normalized,सरसों,327.14,327.14,quintal,resolved_separate,0,0,0,0,0,0,0
ARR0009741,27.05.2026,MANDI034,REQUIRES_INVESTIGATION,Local,-466.79,Qtl,122.0,track3_mandi_arrivals.csv,7547,MANDI034,normalized,Ganna,-466.79,,-466.79,negative,1,0,0,0,0,0,0
ARR0002685,2026/01/18,MANDI046,Wheat,Premium,22803.0,KG,24.0,track3_mandi_arrivals.csv,7548,MANDI046,normalized,WHEAT,22803.0,228.03,KG,resolved_separate,0,0,0,0,0,0,0
ARR0007094,20.01.2026,MANDI053,Corn,Hybrid,8326.0,Kilo,62.0,track3_mandi_arrivals.csv,7549,MANDI-053,normalized,corn,8326.0,83.26,Kilo,resolved_separate,0,0,0,0,0,0,0
ARR0012958,13-Jun-2026,MANDI001,REQUIRES_INVESTIGATION,PBW-343,2011.0,KG,123.0,track3_mandi_arrivals.csv,7550,MANDI001,normalized,Maize,2011.0,20.11,KG,resolved_separate,0,0,0,0,0,0,0
ARR0015869,30/06/2026,MANDI001,REQUIRES_INVESTIGATION,Premium,466.45,Quintals,75.0,track3_mandi_arrivals.csv,7551,mandi_001,normalized,चावल,466.45,466.45,Quintals,resolved_separate,0,0,0,0,0,0,0
ARR0020415,03-30-2026,MANDI028,Sugarcane,Pusa-1121,"25,794.0 KG",,136.0,track3_mandi_arrivals.csv,7552,mandi_028,normalized,sugarcane,"25,794.0 KG",257.94,kg,resolved,0,0,0,0,0,0,0
ARR0013134,2026-08-13,MANDI017,Wheat,Local,39.719,T,53.0,track3_mandi_arrivals.csv,7553,MANDI017,normalized,Kanak,39.719,397.19,T,resolved_separate,0,0,0,0,0,0,0
ARR0001602,2026-05-17,MANDI024,Paddy,,26387.0,KG,37.0,track3_mandi_arrivals.csv,7554,mandi_024,normalized,paddy,26387.0,263.87,KG,resolved_separate,0,0,0,1,0,0,0
ARR0024300,03-10-2026,MANDI004,Mustard,Hybrid,17.532,Tonnes,72.0,track3_mandi_arrivals.csv,7555,MANDI004,normalized,Sarso,17.532,175.32,Tonnes,resolved_separate,0,0,0,0,0,0,0
ARR0003966,06.04.2026,MANDI016,Paddy,,176.54,Qtl,106.0,track3_mandi_arrivals.csv,7556,MANDI016,normalized,Rice,176.54,176.54,Qtl,resolved_separate,0,0,0,1,0,0,0
ARR0009346,2026-07-16,MANDI032,Mustard,PBW-343,36.641000000000005,tonnes,57.0,track3_mandi_arrivals.csv,7557,MANDI032,normalized,Mustard,36.641000000000005,366.4100000000001,tonnes,resolved_separate,0,0,0,0,0,0,0
ARR0005422,2026/07/08,MANDI021,Wheat,PBW-343,9.625,tonnes,,track3_mandi_arrivals.csv,7558,M021,normalized,wheat,9.625,96.25,tonnes,resolved_separate,0,0,0,0,1,0,0
ARR0016279,2026/08/15,MANDI011,Mustard,,23183.0,KGS,138.0,track3_mandi_arrivals.csv,7559,MANDI011,normalized,mustard,23183.0,231.83,KGS,resolved_separate,0,0,0,1,0,0,0
ARR0006845,2026-08-19,MANDI042,Corn,PBW-343,197.13,Qtl,87.0,track3_mandi_arrivals.csv,7560,mandi042,normalized,Makki,197.13,197.13,Qtl,resolved_separate,0,0,0,0,0,0,0
ARR0008479,01.04.2026,MANDI050,REQUIRES_INVESTIGATION,,323.32 qtl,,14.0,track3_mandi_arrivals.csv,7561,MANDI050,normalized,Dhaan,323.32 qtl,323.32,qtl,resolved,0,0,0,1,0,0,0
ARR0022369,14-May-2026,MANDI010,Cotton,PBW-343,45.999,tonnes,73.0,track3_mandi_arrivals.csv,7562,M010,normalized,cotton,45.999,459.99,tonnes,resolved_separate,0,0,0,0,0,0,0
