record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,source_file,row_index_raw,mandi_id_raw,mandi_id_status,crop_name_raw,min_price_raw,min_price_status,max_price_raw,max_price_status,modal_price_raw,modal_price_status,msp_raw,msp_status,missing_mandi_id,missing_district
PR011485,12-Jun-2026,MANDI004,Ludhiana,Wheat,,,2307.0,,track3_price_and_msp.json,1178,mandi_004,normalized,WHEAT,,empty,,empty,"INR 2,307",resolved,,empty,0,0
PR002028,2026-05-17,MANDI021,Fatehabad,Sugarcane,3610.44,4090.0,,3500.0,track3_price_and_msp.json,1179,MANDI-021,normalized,sugarcane,"3,610.44/-",resolved,"INR 4,090",resolved,"Rs. 3,850",invalid_numeric,"₹3,500.00",resolved,0,0
PR003048,13-Mar-2026,MANDI041,Ludhiana,Cotton,,7009.0,6381.81,6620.0,track3_price_and_msp.json,1180,041,normalized,Narma,"Rs. 5,754",invalid_numeric,"INR 7,009",resolved,"6,381.81/-",resolved,6620,resolved,0,0
PR000841,04-04-2026,MANDI022,,Mustard,5462.0,6132.35,5797.35,5650.0,track3_price_and_msp.json,1181,mandi022,normalized,सरसों,"INR 5,462",resolved,"₹6,132.35",resolved,5797.35,resolved,"INR 5,650",resolved,0,0
PR011534,13-Jul-2026,MANDI005,Ambala,REQUIRES_INVESTIGATION,2161.0,2406.25,2283.0,,track3_price_and_msp.json,1182,mandi005,normalized,मक्का,"INR 2,161",resolved,2406.25,resolved,"INR 2,283",resolved,,empty,0,0
PR011812,06-22-2026,MANDI049,Moga,Mustard,,,6353.8,5650.0,track3_price_and_msp.json,1183,mandi_049,normalized,mustard,"Rs. 5,788",invalid_numeric,"Rs. 6,920",invalid_numeric,6353.8,resolved,"5,650.00/-",resolved,0,0
PR002020,2026-02-01,MANDI044,Jalandhar,Sugarcane,,3562.64,,,track3_price_and_msp.json,1184,MANDI044,normalized,Sugarcane,"Rs. 3,389",invalid_numeric,"₹3,562.64",resolved,"Rs. 3,476",invalid_numeric,,empty,0,0
PR005417,2026-03-19,MANDI020,Ambala,Cotton,6231.87,7206.019421511819,,6620.0,track3_price_and_msp.json,1185,mandi_020,normalized,cotton,"6,231.87/-",resolved,7206.019421511819,resolved,"Rs. 6,719",invalid_numeric,"INR 6,620",resolved,0,0
PR004014,2026-07-08,MANDI045,Karnal,Wheat,2012.05,2395.0,2203.33,2275.0,track3_price_and_msp.json,1186,MANDI045,normalized,Wheat,"2,012.05/-",resolved,"INR 2,395",resolved,2203.33,resolved,"INR 2,275",resolved,0,0
PR009630,2026/02/09,,Ludhiana,Paddy,,2307.58,2197.66,,track3_price_and_msp.json,1187,,missing,Rice,"Rs. 2,088",invalid_numeric,2307.58,resolved,"₹2,197.66",resolved,"Rs. 2,183",invalid_numeric,1,0
PR000390,11.04.2026,MANDI008,Fatehabad,Sugarcane,3272.87,3525.56,3399.21,3500.0,track3_price_and_msp.json,1188,mandi_008,normalized,sugarcane,3272.87,resolved,3525.56,resolved,"₹3,399.21",resolved,"₹3,500.00",resolved,0,0
PR009025,09-04-2026,MANDI037,Bathinda,Cotton,6629.66,7310.24,,,track3_price_and_msp.json,1189,MANDI037,normalized,Narma,"₹6,629.66",resolved,7310.24,resolved,"Rs. 6,970",invalid_numeric,"Rs. 6,620",invalid_numeric,0,0
PR009066,2026/05/17,MANDI047,Kurukshetra,Mustard,5130.56,5605.0,5368.0,5650.0,track3_price_and_msp.json,1190,MANDI047,normalized,Mustard,5130.56,resolved,"INR 5,605",resolved,"INR 5,368",resolved,5650,resolved,0,0
PR002199,13-May-2026,,Bathinda,Corn,2117.16,2263.9636149106454,,2090.0,track3_price_and_msp.json,1191,,missing,Corn,"₹2,117.16",resolved,2263.9636149106454,resolved,,empty,2090,resolved,1,0
PR001649,30/03/2026,MANDI047,Karnal,Sugarcane,,3535.98,,,track3_price_and_msp.json,1192,MANDI047,normalized,Sugarcane,"Rs. 3,134",invalid_numeric,"3,535.98/-",resolved,,empty,,empty,0,0
PR008098,10/04/2026,MANDI037,Amritsar,Corn,2146.27,2549.0,2347.84,2090.0,track3_price_and_msp.json,1193,MANDI037,normalized,Corn,"₹2,146.27",resolved,"INR 2,549",resolved,2347.84,resolved,2090,resolved,0,0
PR004219,02-12-2026,MANDI047,,Wheat,2025.4078922497006,2359.74,2193.0,2275.0,track3_price_and_msp.json,1194,047,normalized,गेहूं,2025.4078922497006,resolved,"₹2,359.74",resolved,"INR 2,193",resolved,2275,resolved,0,1
PR002778,13/05/2026,MANDI049,,REQUIRES_INVESTIGATION,3258.57,3665.15,3461.86,,track3_price_and_msp.json,1195,MANDI049,normalized,Ganna,3258.57,resolved,3665.15,resolved,3461.86,resolved,,empty,0,0
PR006849,2026-06-19,MANDI057,Patiala,Mustard,5358.51,5657.0,5508.0,,track3_price_and_msp.json,1196,MANDI-057,normalized,mustard,"5,358.51/-",resolved,"INR 5,657",resolved,"INR 5,508",resolved,,empty,0,0
PR001598,2026/06/20,MANDI033,Ferozepur,Cotton,5645.96,,,,track3_price_and_msp.json,1197,MANDI033,normalized,Kapas,5645.96,resolved,"Rs. 6,402",invalid_numeric,"Rs. 6,024",invalid_numeric,,empty,0,0
PR006044,2026-07-06,MANDI004,Hisar,Wheat,2328.22,2902.98,2615.6,2275.0,track3_price_and_msp.json,1198,MANDI004,normalized,Wheat,"₹2,328.22",resolved,"₹2,902.98",resolved,"₹2,615.60",resolved,"INR 2,275",resolved,0,0
PR008870,2026-05-30,MANDI013,,REQUIRES_INVESTIGATION,2056.92,2451.0,,2183.0,track3_price_and_msp.json,1199,MANDI013,normalized,Dhaan,"2,056.92/-",resolved,"INR 2,451",resolved,,empty,2183,resolved,0,1
PR011521,2026-08-22,MANDI015,Bathinda,REQUIRES_INVESTIGATION,2096.36,,,,track3_price_and_msp.json,1200,M015,normalized,मक्का,"₹2,096.36",resolved,"Rs. 2,473",invalid_numeric,"Rs. 2,285",invalid_numeric,"Rs. 2,090",invalid_numeric,0,0
PR007176,2026-02-13,MANDI026,Karnal,Cotton,6946.39,8375.12,7660.758203350511,,track3_price_and_msp.json,1201,MANDI026,normalized,Kapas,6946.39,resolved,8375.12,resolved,7660.758203350511,resolved,"Rs. 6,620",invalid_numeric,0,0
PR005237,23-May-2026,MANDI004,Sirsa,Wheat,2341.056000276163,2519.652660978858,,2275.0,track3_price_and_msp.json,1202,mandi004,normalized,WHEAT,2341.056000276163,resolved,2519.652660978858,resolved,,empty,2275,resolved,0,0
PR005415,2026-06-25,MANDI016,,Mustard,,5741.8738953002685,5572.19,5650.0,track3_price_and_msp.json,1203,MANDI016,normalized,सरसों,"Rs. 5,403",invalid_numeric,5741.8738953002685,resolved,"₹5,572.19",resolved,"₹5,650.00",resolved,0,0
PR010105,08/07/2026,MANDI010,Ambala,Cotton,6778.07,7128.83,6953.45,6620.0,track3_price_and_msp.json,1204,mandi_010,normalized,Cotton,"₹6,778.07",resolved,7128.83,resolved,"6,953.45/-",resolved,6620,resolved,0,0
PR009643,06-10-2026,MANDI003,Kurukshetra,Cotton,6659.59,7001.38,6830.487182890035,,track3_price_and_msp.json,1205,MANDI003,normalized,Narma,6659.59,resolved,"₹7,001.38",resolved,6830.487182890035,resolved,"Rs. 6,620",invalid_numeric,0,0
PR005530,2026-01-23,MANDI014,Jalandhar,REQUIRES_INVESTIGATION,2139.03,2542.0,,,track3_price_and_msp.json,1206,MANDI014,normalized,Maize,"2,139.03/-",resolved,"INR 2,542",resolved,,empty,"Rs. 2,090",invalid_numeric,0,0
PR000085,05-05-2026,MANDI021,Bathinda,Wheat,2020.03,,2260.46,2275.0,track3_price_and_msp.json,1207,MANDI021,normalized,wheat,"₹2,020.03",resolved,"Rs. 2,501",invalid_numeric,2260.46,resolved,2275,resolved,0,0
PR003718,08-27-2026,MANDI028,Ferozepur,Sugarcane,,3516.0,3283.0,3500.0,track3_price_and_msp.json,1208,MANDI-028,normalized,Sugarcane,"Rs. 3,050",invalid_numeric,"INR 3,516",resolved,"INR 3,283",resolved,3500,resolved,0,0
PR001772,20/04/2026,MANDI026,Sirsa,Sugarcane,,4204.42,3784.53,,track3_price_and_msp.json,1209,mandi026,normalized,गन्ना,"Rs. 3,365",invalid_numeric,4204.42,resolved,"₹3,784.53",resolved,"Rs. 3,500",invalid_numeric,0,0
PR011809,2026/06/23,,Amritsar,Paddy,2287.28,2456.0977021632784,2371.69,2183.0,track3_price_and_msp.json,1210,,missing,paddy,"₹2,287.28",resolved,2456.0977021632784,resolved,2371.69,resolved,"₹2,183.00",resolved,1,0
PR010212,21-Feb-2026,,Amritsar,Corn,2077.0,2483.87,2280.31,,track3_price_and_msp.json,1211,,missing,corn,"INR 2,077",resolved,"₹2,483.87",resolved,"2,280.31/-",resolved,"Rs. 2,090",invalid_numeric,1,0
PR003379,03-11-2026,MANDI043,Ambala,REQUIRES_INVESTIGATION,2104.47,2341.27,,2183.0,track3_price_and_msp.json,1212,MANDI043,normalized,Basmati,2104.47,resolved,2341.27,resolved,,empty,"2,183.00/-",resolved,0,0
PR008757,09/05/2026,MANDI005,Jalandhar,Corn,2182.0,2472.098786664116,,,track3_price_and_msp.json,1213,M005,normalized,corn,"INR 2,182",resolved,2472.098786664116,resolved,"Rs. 2,327",invalid_numeric,,empty,0,0
PR010702,19.02.2026,MANDI057,Bathinda,Wheat,2146.8,2431.0,2288.67,2275.0,track3_price_and_msp.json,1214,MANDI-057,normalized,Gehun,"₹2,146.80",resolved,"INR 2,431",resolved,"₹2,288.67",resolved,2275,resolved,0,0
PR000179,2026/01/18,MANDI011,Fatehabad,REQUIRES_INVESTIGATION,,2301.18,2079.0,2090.0,track3_price_and_msp.json,1215,mandi_011,normalized,Maize,"Rs. 1,858",invalid_numeric,"₹2,301.18",resolved,"INR 2,079",resolved,"₹2,090.00",resolved,0,0
PR001938,21/06/2026,MANDI023,Jalandhar,Sugarcane,3238.13,3765.13,3501.63,3500.0,track3_price_and_msp.json,1216,M023,normalized,गन्ना,"₹3,238.13",resolved,"3,765.13/-",resolved,"₹3,501.63",resolved,3500,resolved,0,0
PR005764,23.04.2026,MANDI041,Sirsa,Sugarcane,,3668.62,3443.64,3500.0,track3_price_and_msp.json,1217,MANDI041,normalized,Sugarcane,"Rs. 3,219",invalid_numeric,"₹3,668.62",resolved,3443.64,resolved,"3,500.00/-",resolved,0,0
PR005607,2026/08/17,MANDI055,Jalandhar,Corn,1920.48,2390.27,2155.37,,track3_price_and_msp.json,1218,mandi055,normalized,Corn,"1,920.48/-",resolved,"₹2,390.27",resolved,2155.37,resolved,,empty,0,0
PR003446,2026/08/30,MANDI050,,Mustard,5062.37,5475.0,,5650.0,track3_price_and_msp.json,1219,MANDI-050,normalized,mustard,"5,062.37/-",resolved,"INR 5,475",resolved,,empty,5650,resolved,0,0
PR006208,08-16-2026,MANDI027,Kurukshetra,Sugarcane,,,3263.74,3500.0,track3_price_and_msp.json,1220,MANDI027,normalized,गन्ना,"Rs. 2,988",invalid_numeric,,empty,"3,263.74/-",resolved,"3,500.00/-",resolved,0,0
PR001957,2026-03-07,MANDI051,Jalandhar,REQUIRES_INVESTIGATION,3070.59,3488.13,,3500.0,track3_price_and_msp.json,1221,MANDI051,normalized,Ganna,"₹3,070.59",resolved,"₹3,488.13",resolved,"Rs. 3,279",invalid_numeric,"₹3,500.00",resolved,0,0
PR002900,27/03/2026,MANDI031,Ambala,REQUIRES_INVESTIGATION,,2343.634069670659,,,track3_price_and_msp.json,1222,MANDI031,normalized,Basmati,"Rs. 2,052",invalid_numeric,2343.634069670659,resolved,"Rs. 2,198",invalid_numeric,,empty,0,0
PR006870,2026-06-25,MANDI053,Fatehabad,Cotton,5726.739617810035,6317.54,6022.14,,track3_price_and_msp.json,1223,MANDI053,normalized,cotton,5726.739617810035,resolved,"₹6,317.54",resolved,6022.14,resolved,,empty,0,0
PR011059,21/04/2026,MANDI007,Ambala,Cotton,5718.94,6760.46,6239.7,6620.0,track3_price_and_msp.json,1224,MANDI007,normalized,Narma,5718.94,resolved,6760.46,resolved,"6,239.70/-",resolved,"INR 6,620",resolved,0,0
PR007586,05.02.2026,MANDI025,Ferozepur,Cotton,6129.21,7487.52,,6620.0,track3_price_and_msp.json,1225,MANDI-025,normalized,Narma,"₹6,129.21",resolved,"₹7,487.52",resolved,"Rs. 6,808",invalid_numeric,6620,resolved,0,0
PR000697,06-04-2026,MANDI015,Hisar,Sugarcane,3042.93,3336.88,,,track3_price_and_msp.json,1226,mandi015,normalized,sugarcane,3042.93,resolved,3336.88,resolved,"Rs. 3,190",invalid_numeric,,empty,0,0
PR004555,2026/08/19,MANDI033,Jalandhar,REQUIRES_INVESTIGATION,1868.66,,,,track3_price_and_msp.json,1227,MANDI033,normalized,धान,"₹1,868.66",resolved,,empty,,empty,,empty,0,0
PR002717,23/05/2026,MANDI048,Ludhiana,Cotton,5664.39,6574.0,6119.19,,track3_price_and_msp.json,1228,mandi048,normalized,Kapas,"₹5,664.39",resolved,6574.0,resolved,"6,119.19/-",resolved,"Rs. 6,620",invalid_numeric,0,0
PR004551,02-23-2026,MANDI029,Moga,Sugarcane,3400.83,3989.0,,3500.0,track3_price_and_msp.json,1229,MANDI-029,normalized,sugarcane,"₹3,400.83",resolved,"INR 3,989",resolved,"Rs. 3,695",invalid_numeric,"INR 3,500",resolved,0,0
PR008320,13.01.2026,MANDI051,Ludhiana,REQUIRES_INVESTIGATION,5192.2,6242.156754890059,5717.18,5650.0,track3_price_and_msp.json,1230,M051,normalized,Sarson,"5,192.20/-",resolved,6242.156754890059,resolved,5717.18,resolved,5650,resolved,0,0
PR002443,03-23-2026,MANDI018,Ludhiana,REQUIRES_INVESTIGATION,1942.85,,2181.0,2183.0,track3_price_and_msp.json,1231,mandi_018,normalized,Chawal,"₹1,942.85",resolved,,empty,"INR 2,181",resolved,"₹2,183.00",resolved,0,0
PR003257,2026-04-05,MANDI057,Fatehabad,Cotton,6864.21,7579.0,7221.602462186487,6620.0,track3_price_and_msp.json,1232,MANDI-057,normalized,Narma,"₹6,864.21",resolved,"INR 7,579",resolved,7221.602462186487,resolved,"₹6,620.00",resolved,0,0
PR001950,08/09/2026,MANDI024,Moga,REQUIRES_INVESTIGATION,,2276.47,2119.0,2090.0,track3_price_and_msp.json,1233,MANDI-024,normalized,Maize,"Rs. 1,962",invalid_numeric,"₹2,276.47",resolved,"INR 2,119",resolved,2090,resolved,0,0
PR002753,04-Sep-2026,MANDI041,Jalandhar,Sugarcane,3232.05,3855.04,,3500.0,track3_price_and_msp.json,1234,MANDI041,normalized,गन्ना,3232.05,resolved,3855.04,resolved,"Rs. 3,544",invalid_numeric,"3,500.00/-",resolved,0,0
PR002050,11-Jun-2026,MANDI024,Bathinda,Wheat,1971.31,2319.543945595378,2145.43,2275.0,track3_price_and_msp.json,1235,mandi024,normalized,Kanak,"₹1,971.31",resolved,2319.543945595378,resolved,2145.43,resolved,"₹2,275.00",resolved,0,0
PR009809,2026-04-22,MANDI049,Fatehabad,Cotton,6797.0,,7105.32,,track3_price_and_msp.json,1236,M049,normalized,Narma,"INR 6,797",resolved,"Rs. 7,413",invalid_numeric,7105.32,resolved,,empty,0,0
PR004849,07-May-2026,MANDI055,Hisar,Sugarcane,,3956.8523272526313,3623.0,3500.0,track3_price_and_msp.json,1237,M055,normalized,Ganne,"Rs. 3,289",invalid_numeric,3956.8523272526313,resolved,"INR 3,623",resolved,"INR 3,500",resolved,0,0
PR011108,27/04/2026,MANDI001,Amritsar,Wheat,2197.997761119742,2700.93,2449.46,2275.0,track3_price_and_msp.json,1238,MANDI-001,normalized,GEHUN,2197.997761119742,resolved,2700.93,resolved,2449.46,resolved,2275,resolved,0,0
PR010288,2026-07-13,MANDI029,,Mustard,4881.18,6040.377884609451,5460.78,5650.0,track3_price_and_msp.json,1239,mandi029,normalized,Mustard,4881.18,resolved,6040.377884609451,resolved,"5,460.78/-",resolved,5650,resolved,0,1
PR001391,05-15-2026,MANDI008,,Cotton,5835.63,6536.4,6186.01,,track3_price_and_msp.json,1240,MANDI008,normalized,Cotton,"₹5,835.63",resolved,6536.4,resolved,"₹6,186.01",resolved,"Rs. 6,620",invalid_numeric,0,0
PR003152,15/01/2026,MANDI019,Sirsa,Mustard,5407.0,5763.0,5584.58,5650.0,track3_price_and_msp.json,1241,MANDI019,normalized,सरसों,"INR 5,407",resolved,"INR 5,763",resolved,"₹5,584.58",resolved,5650,resolved,0,0
PR011920,12-May-2026,MANDI020,Fatehabad,Wheat,2228.18,,,2275.0,track3_price_and_msp.json,1242,020,normalized,wheat,"2,228.18/-",resolved,,empty,"Rs. 2,302",invalid_numeric,"INR 2,275",resolved,0,0
PR005887,2026-02-04,MANDI051,Moga,REQUIRES_INVESTIGATION,,2769.85,,2183.0,track3_price_and_msp.json,1243,MANDI-051,normalized,Chawal,,empty,2769.85,resolved,"Rs. 2,497",invalid_numeric,"₹2,183.00",resolved,0,0
PR002000,2026/01/15,,Ludhiana,REQUIRES_INVESTIGATION,2194.35,2374.21,,2090.0,track3_price_and_msp.json,1244,,missing,Maize,"₹2,194.35",resolved,2374.21,resolved,"Rs. 2,284",invalid_numeric,"₹2,090.00",resolved,1,0
PR001953,07-24-2026,MANDI048,Moga,Wheat,2076.0,2321.04,2198.52,,track3_price_and_msp.json,1245,MANDI048,normalized,WHEAT,2076.0,resolved,2321.04,resolved,"₹2,198.52",resolved,,empty,0,0
PR000938,22.07.2026,MANDI046,,Mustard,5476.86,,5898.74,5650.0,track3_price_and_msp.json,1246,MANDI046,normalized,Sarso,5476.86,resolved,"Rs. 6,321",invalid_numeric,5898.74,resolved,"5,650.00/-",resolved,0,1
PR002181,19/02/2026,MANDI029,Ludhiana,Cotton,,6988.74,6559.673066764204,6620.0,track3_price_and_msp.json,1247,mandi029,normalized,कपास,"Rs. 6,131",invalid_numeric,"6,988.74/-",resolved,6559.673066764204,resolved,"INR 6,620",resolved,0,0
PR003738,09/04/2026,MANDI057,Karnal,Cotton,6095.45,7404.57,6750.01,,track3_price_and_msp.json,1248,MANDI057,normalized,cotton,"₹6,095.45",resolved,"₹7,404.57",resolved,6750.01,resolved,,empty,0,0
PR008780,2026-01-26,MANDI026,,Wheat,2173.74,2500.07,2337.0,2275.0,track3_price_and_msp.json,1249,MANDI026,normalized,Gehun,2173.74,resolved,"₹2,500.07",resolved,"INR 2,337",resolved,"INR 2,275",resolved,0,0
PR007881,2026/08/31,MANDI037,Sirsa,Corn,2067.6717901166517,2324.74,,,track3_price_and_msp.json,1250,MANDI-037,normalized,corn,2067.6717901166517,resolved,2324.74,resolved,"Rs. 2,196",invalid_numeric,"Rs. 2,090",invalid_numeric,0,0
PR008951,24.06.2026,MANDI029,Karnal,Mustard,4802.68,5458.0,5130.0,5650.0,track3_price_and_msp.json,1251,mandi_029,normalized,mustard,4802.68,resolved,"INR 5,458",resolved,"INR 5,130",resolved,"INR 5,650",resolved,0,0
PR007493,06-22-2026,MANDI046,Jalandhar,REQUIRES_INVESTIGATION,1892.425500807009,2133.92,2013.0,2090.0,track3_price_and_msp.json,1252,mandi046,normalized,Maize,1892.425500807009,resolved,2133.92,resolved,"INR 2,013",resolved,"₹2,090.00",resolved,0,0
PR010066,06.05.2026,MANDI023,Ferozepur,Mustard,5602.56,6843.16,6222.86,5650.0,track3_price_and_msp.json,1253,MANDI023,normalized,Sarso,5602.56,resolved,"₹6,843.16",resolved,"₹6,222.86",resolved,5650,resolved,0,0
PR011000,21.02.2026,MANDI027,Amritsar,REQUIRES_INVESTIGATION,,,2072.53,,track3_price_and_msp.json,1254,mandi_027,normalized,Maize,"Rs. 1,920",invalid_numeric,"Rs. 2,225",invalid_numeric,"₹2,072.53",resolved,,empty,0,0
PR010739,04-27-2026,MANDI032,Patiala,Sugarcane,,3733.0,3390.0,3500.0,track3_price_and_msp.json,1255,mandi_032,normalized,Ganne,"Rs. 3,048",invalid_numeric,"INR 3,733",resolved,"INR 3,390",resolved,"₹3,500.00",resolved,0,0
PR002373,15.08.2026,MANDI023,Ambala,Mustard,5651.0,6308.88,5979.71,5650.0,track3_price_and_msp.json,1256,MANDI023,normalized,सरसों,"INR 5,651",resolved,6308.88,resolved,"₹5,979.71",resolved,5650,resolved,0,0
PR009431,07-19-2026,MANDI033,Patiala,Sugarcane,,,3868.3,3500.0,track3_price_and_msp.json,1257,MANDI-033,normalized,Ganne,"Rs. 3,588",invalid_numeric,"Rs. 4,148",invalid_numeric,"₹3,868.30",resolved,3500,resolved,0,0
PR008124,2026-07-27,MANDI012,,REQUIRES_INVESTIGATION,1890.52,2182.0,2036.0,2090.0,track3_price_and_msp.json,1258,mandi012,normalized,Maize,"₹1,890.52",resolved,"INR 2,182",resolved,"INR 2,036",resolved,"₹2,090.00",resolved,0,1
PR010191,23-Mar-2026,MANDI039,Sirsa,Sugarcane,3158.673116941412,3837.0,3497.88,3500.0,track3_price_and_msp.json,1259,MANDI-039,normalized,Sugarcane,3158.673116941412,resolved,"INR 3,837",resolved,3497.88,resolved,"3,500.00/-",resolved,0,0
PR006932,2026/03/15,MANDI024,Ludhiana,Cotton,6413.1,7777.28,,,track3_price_and_msp.json,1260,MANDI024,normalized,Kapas,6413.1,resolved,7777.28,resolved,"Rs. 7,095",invalid_numeric,"Rs. 6,620",invalid_numeric,0,0
PR006295,27-Feb-2026,MANDI046,Jalandhar,Cotton,6845.87,8537.66,7691.76,6620.0,track3_price_and_msp.json,1261,MANDI-046,normalized,Kapas,6845.87,resolved,"₹8,537.66",resolved,"₹7,691.76",resolved,"₹6,620.00",resolved,0,0
PR007587,31.05.2026,MANDI057,Ferozepur,Paddy,,2636.4,2405.36,2183.0,track3_price_and_msp.json,1262,MANDI057,normalized,paddy,,empty,"₹2,636.40",resolved,2405.36,resolved,"₹2,183.00",resolved,0,0
PR002680,03/05/2026,MANDI048,,REQUIRES_INVESTIGATION,2158.0,2578.823284871472,2368.64,,track3_price_and_msp.json,1263,MANDI048,normalized,Maize,"INR 2,158",resolved,2578.823284871472,resolved,"2,368.64/-",resolved,,empty,0,1
PR006953,2026-03-05,MANDI027,Moga,REQUIRES_INVESTIGATION,5646.11,6107.295487314894,5876.7,5650.0,track3_price_and_msp.json,1264,MANDI-027,normalized,Sarson,5646.11,resolved,6107.295487314894,resolved,5876.7,resolved,5650,resolved,0,0
PR003680,2026/01/29,MANDI043,Sirsa,Sugarcane,3363.03,4149.0,3756.0,3500.0,track3_price_and_msp.json,1265,mandi_043,normalized,Ganne,"₹3,363.03",resolved,"INR 4,149",resolved,"INR 3,756",resolved,3500,resolved,0,0
PR008061,20.05.2026,MANDI044,Ferozepur,REQUIRES_INVESTIGATION,3119.0,3812.04,3465.52,3500.0,track3_price_and_msp.json,1266,MANDI-044,normalized,Ganna,"₹3,119.00",resolved,3812.04,resolved,"3,465.52/-",resolved,"₹3,500.00",resolved,0,0
PR005638,2026/05/12,MANDI033,Ferozepur,Sugarcane,3357.72,3694.01,,,track3_price_and_msp.json,1267,mandi_033,normalized,sugarcane,"₹3,357.72",resolved,3694.01,resolved,,empty,"Rs. 3,500",invalid_numeric,0,0
PR007120,25-Apr-2026,MANDI046,Ambala,Cotton,6342.51,6719.0,,,track3_price_and_msp.json,1268,mandi_046,normalized,कपास,6342.51,resolved,"INR 6,719",resolved,"Rs. 6,531",invalid_numeric,"Rs. 6,620",invalid_numeric,0,0
PR007567,13-Feb-2026,MANDI029,,Corn,1928.05,2044.1117827624207,,,track3_price_and_msp.json,1269,029,normalized,Corn,"₹1,928.05",resolved,2044.1117827624207,resolved,"Rs. 1,986",invalid_numeric,,empty,0,0
PR011832,2026-06-27,MANDI028,Patiala,Cotton,5964.13,7196.88,6580.5,6620.0,track3_price_and_msp.json,1270,mandi028,normalized,Kapas,"₹5,964.13",resolved,7196.88,resolved,"₹6,580.50",resolved,6620,resolved,0,0
PR005268,12-Feb-2026,MANDI047,Karnal,Sugarcane,3334.28,3671.97,3503.125272293878,3500.0,track3_price_and_msp.json,1271,M047,normalized,गन्ना,"₹3,334.28",resolved,"₹3,671.97",resolved,3503.125272293878,resolved,"₹3,500.00",resolved,0,0
PR001825,21/04/2026,MANDI036,Ludhiana,Mustard,5590.59929945728,6436.14,6013.37,,track3_price_and_msp.json,1272,MANDI036,normalized,Sarso,5590.59929945728,resolved,"6,436.14/-",resolved,6013.37,resolved,,empty,0,0
PR004491,19/04/2026,MANDI023,Fatehabad,REQUIRES_INVESTIGATION,1905.0,2084.0,,2183.0,track3_price_and_msp.json,1273,023,normalized,धान,"INR 1,905",resolved,"INR 2,084",resolved,,empty,"INR 2,183",resolved,0,0
PR004332,30.08.2026,MANDI003,Moga,Wheat,1985.0,2109.36,,2275.0,track3_price_and_msp.json,1274,MANDI003,normalized,WHEAT,"INR 1,985",resolved,"₹2,109.36",resolved,"Rs. 2,047",invalid_numeric,2275,resolved,0,0
PR002324,2026-02-10,MANDI036,Ludhiana,REQUIRES_INVESTIGATION,1950.0,2103.6,2026.83,,track3_price_and_msp.json,1275,MANDI036,normalized,चावल,"INR 1,950",resolved,"2,103.60/-",resolved,"2,026.83/-",resolved,,empty,0,0
PR007396,06-08-2026,,Patiala,Sugarcane,,3721.0,3562.69,,track3_price_and_msp.json,1276,,missing,गन्ना,"Rs. 3,405",invalid_numeric,"INR 3,721",resolved,"₹3,562.69",resolved,"Rs. 3,500",invalid_numeric,1,0
PR007983,05-19-2026,MANDI013,Kurukshetra,Mustard,5873.03,6449.1079347779205,6161.07,,track3_price_and_msp.json,1277,M013,normalized,सरसों,"₹5,873.03",resolved,6449.1079347779205,resolved,"₹6,161.07",resolved,"Rs. 5,650",invalid_numeric,0,0
PR005566,2026/06/05,MANDI017,,Cotton,,7023.07,6397.82,6620.0,track3_price_and_msp.json,1278,MANDI017,normalized,Narma,"Rs. 5,773",invalid_numeric,7023.07,resolved,6397.82,resolved,"₹6,620.00",resolved,0,0
PR009828,23.05.2026,MANDI007,Amritsar,Wheat,2048.35,2486.74,2267.55,2275.0,track3_price_and_msp.json,1279,MANDI-007,normalized,GEHUN,2048.35,resolved,"2,486.74/-",resolved,"2,267.55/-",resolved,2275,resolved,0,0
PR004842,2026/06/11,MANDI045,Bathinda,REQUIRES_INVESTIGATION,1947.9,2113.27,2030.59,2090.0,track3_price_and_msp.json,1280,MANDI045,normalized,Maize,"₹1,947.90",resolved,2113.27,resolved,"₹2,030.59",resolved,2090,resolved,0,0
PR003644,23.01.2026,MANDI030,Fatehabad,Paddy,1951.04,2356.04,2153.54,,track3_price_and_msp.json,1281,MANDI030,normalized,Paddy,"₹1,951.04",resolved,2356.04,resolved,2153.54,resolved,,empty,0,0
PR005661,18.05.2026,MANDI023,Fatehabad,Wheat,2271.08,2708.9893945074823,2490.04,2275.0,track3_price_and_msp.json,1282,MANDI023,normalized,गेहूं,"2,271.08/-",resolved,2708.9893945074823,resolved,"₹2,490.04",resolved,2275,resolved,0,0
PR011681,13.07.2026,MANDI038,Hisar,Corn,2055.09,,2255.0,2090.0,track3_price_and_msp.json,1283,mandi_038,normalized,Makki,2055.09,resolved,,empty,"INR 2,255",resolved,2090,resolved,0,0
PR008540,03.05.2026,MANDI030,Jalandhar,REQUIRES_INVESTIGATION,2074.7309339828325,2309.0,2191.83,2090.0,track3_price_and_msp.json,1284,MANDI030,normalized,मक्का,2074.7309339828325,resolved,"INR 2,309",resolved,2191.83,resolved,"₹2,090.00",resolved,0,0
PR001565,27-Jul-2026,,Moga,REQUIRES_INVESTIGATION,,,5814.2,,track3_price_and_msp.json,1285,,missing,Sarson,"Rs. 5,195",invalid_numeric,"Rs. 6,433",invalid_numeric,"5,814.20/-",resolved,,empty,1,0
