sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,source_file,row_index_raw,temperature_raw,temp_unit_raw,temperature_celsius,temp_conversion_status,rainfall_raw,rain_unit_raw,rainfall_mm,rain_conversion_status,negative_rainfall_flag,missing_timestamp,missing_humidity
SEN011,2026-03-28 11:12:44 IST,37.6,Celsius,0.5,inch,38.0,track3_weather_sensors.xlsx,3213,37.6,Celsius,37.6,celsius,0.5,inch,12.7,inches,0,0,0
SEN012,2026-05-01 06:47:48 UTC,24.0°C,,0.33,inch,86.0,track3_weather_sensors.xlsx,3214,24.0°C,,24.0,embedded_celsius,0.33,inch,8.382,inches,0,0,0
SEN015,2026-02-11 06:38:42 UTC,31.4,C,1.48,inches,88.0,track3_weather_sensors.xlsx,3215,31.4,C,31.4,celsius,1.48,inches,37.592,inches,0,0,0
SEN025,2026-04-22 03:24:40 IST,18.3,C,13.6,millimeters,36.0,track3_weather_sensors.xlsx,3216,18.3,C,18.3,celsius,13.6,millimeters,13.6,mm,0,0,0
SEN027,,100.4,f,29.7,MM,69.0,track3_weather_sensors.xlsx,3217,100.4,f,38.0,fahrenheit,29.7,MM,29.7,mm,0,1,0
SEN042,2026-03-14 03:55:14 UTC,64.2,F,38.7,mm,79.0,track3_weather_sensors.xlsx,3218,64.2,F,17.88888888888889,fahrenheit,38.7,mm,38.7,mm,0,0,0
UNKNOWN,2026-04-21 20:38:43 IST,24.8,Celsius,1.36,in,81.0,track3_weather_sensors.xlsx,3219,24.8,Celsius,24.8,celsius,1.36,in,34.544000000000004,inches,0,0,0
SEN049,2026-08-12T23:05:36,81.5,F,-12.0,mm,72.0,track3_weather_sensors.xlsx,3220,81.5,F,27.5,fahrenheit,-12.0,mm,,negative,1,0,0
SEN044,2026-07-29 03:15:25 IST,16.3°C,,-31.9,mm,89.0,track3_weather_sensors.xlsx,3221,16.3°C,,16.3,embedded_celsius,-31.9,mm,,negative,1,0,0
SEN045,2026-04-21 17:32:39 IST,26,Celsius,11.9,millimeters,48.0,track3_weather_sensors.xlsx,3222,26,Celsius,26.0,celsius,11.9,millimeters,11.9,mm,0,0,0
SEN049,2026-07-22 06:28:19 UTC,18.5,C,1.51,inches,71.0,track3_weather_sensors.xlsx,3223,18.5,C,18.5,celsius,1.51,inches,38.354,inches,0,0,0
SEN044,2026-07-27 18:29:52 IST,16.9,Celsius,1.79,in,64.0,track3_weather_sensors.xlsx,3224,16.9,Celsius,16.9,celsius,1.79,in,45.466,inches,0,0,0
SEN033,2026-02-24 23:54:06 IST,39.7,Celsius,29.6,millimeters,52.0,track3_weather_sensors.xlsx,3225,39.7,Celsius,39.7,celsius,29.6,millimeters,29.6,mm,0,0,0
SEN041,2026-08-07T23:56:00,38.9,Celsius,20.9,millimeters,86.0,track3_weather_sensors.xlsx,3226,38.9,Celsius,38.9,celsius,20.9,millimeters,20.9,mm,0,0,0
SEN008,2026-03-10 12:05:37,69.6,°F,,,75.0,track3_weather_sensors.xlsx,3227,69.6,°F,20.888888888888886,fahrenheit,,,,missing_rain,0,0,0
SEN040,,78.3,°F,-4.7,mm,48.0,track3_weather_sensors.xlsx,3228,78.3,°F,25.72222222222222,fahrenheit,-4.7,mm,,negative,1,1,0
SEN042,2026-02-10 09:03:35 IST,19.7°C,,6.4,mm,65.0,track3_weather_sensors.xlsx,3229,19.7°C,,19.7,embedded_celsius,6.4,mm,6.4,mm,0,0,0
SEN043,2026-03-17 05:28:51 IST,66,f,0.37,in,42.0,track3_weather_sensors.xlsx,3230,66,f,18.88888888888889,fahrenheit,0.37,in,9.398,inches,0,0,0
SEN042,,17.6°C,,44.7,mm,55.0,track3_weather_sensors.xlsx,3231,17.6°C,,17.6,embedded_celsius,44.7,mm,44.7,mm,0,1,0
SEN005,2026-06-04 21:05:36 IST,20.2,Celsius,23.5,mm,43.0,track3_weather_sensors.xlsx,3232,20.2,Celsius,20.2,celsius,23.5,mm,23.5,mm,0,0,0
SEN031,2026-01-05 01:43:32 UTC,66,°F,23.6,mm,47.0,track3_weather_sensors.xlsx,3233,66,°F,18.88888888888889,fahrenheit,23.6,mm,23.6,mm,0,0,0
UNKNOWN,2026-07-16 04:03:12 IST,84,F,1.43,inches,66.0,track3_weather_sensors.xlsx,3234,84,F,28.88888888888889,fahrenheit,1.43,inches,36.321999999999996,inches,0,0,0
SEN043,,24.9°C,,0.35,inches,85.0,track3_weather_sensors.xlsx,3235,24.9°C,,24.9,embedded_celsius,0.35,inches,8.889999999999999,inches,0,1,0
SEN026,2026-05-01 19:31:01 IST,100.6,°F,16.4,millimeters,47.0,track3_weather_sensors.xlsx,3236,100.6,°F,38.111111111111114,fahrenheit,16.4,millimeters,16.4,mm,0,0,0
SEN019,31/08/2026 00:31,62.8,F,35.3,mm,94.0,track3_weather_sensors.xlsx,3237,62.8,F,17.11111111111111,fahrenheit,35.3,mm,35.3,mm,0,0,0
SEN007,,24.1,C,45.1,mm,34.0,track3_weather_sensors.xlsx,3238,24.1,C,24.1,celsius,45.1,mm,45.1,mm,0,1,0
SEN036,2026-05-31 11:51:12 IST,92.7,f,30.3,MM,46.0,track3_weather_sensors.xlsx,3239,92.7,f,33.72222222222222,fahrenheit,30.3,MM,30.3,mm,0,0,0
SEN022,22/03/2026 08:36,34,C,6.6,mm,33.0,track3_weather_sensors.xlsx,3240,34,C,34.0,celsius,6.6,mm,6.6,mm,0,0,0
SEN048,2026-05-11 03:06:37,95.4,Fahrenheit,11.1,MM,59.0,track3_weather_sensors.xlsx,3241,95.4,Fahrenheit,35.22222222222222,fahrenheit,11.1,MM,11.1,mm,0,0,0
SEN029,17/04/2026 04:16,17.8°C,,0.61,inch,78.0,track3_weather_sensors.xlsx,3242,17.8°C,,17.8,embedded_celsius,0.61,inch,15.493999999999998,inches,0,0,0
SEN030,2026-05-02 23:11:12 IST,88,Fahrenheit,0.31,inches,38.0,track3_weather_sensors.xlsx,3243,88,Fahrenheit,31.11111111111111,fahrenheit,0.31,inches,7.874,inches,0,0,0
SEN042,2026-06-19 07:35:41 IST,33.5°C,,-39.7,mm,86.0,track3_weather_sensors.xlsx,3244,33.5°C,,33.5,embedded_celsius,-39.7,mm,,negative,1,0,0
SEN027,14-Feb-2026 17:45:09,28.1,c,1.61,inch,57.0,track3_weather_sensors.xlsx,3245,28.1,c,28.1,celsius,1.61,inch,40.894,inches,0,0,0
SEN019,,26.7,C,39.3,MM,42.0,track3_weather_sensors.xlsx,3246,26.7,C,26.7,celsius,39.3,MM,39.3,mm,0,1,0
SEN034,2026-05-30 15:46:50 UTC,15,°C,3.9,mm,60.0,track3_weather_sensors.xlsx,3247,15,°C,15.0,celsius,3.9,mm,3.9,mm,0,0,0
SEN030,2026-04-15 11:49:17 IST,35.7,Celsius,0.64,in,39.0,track3_weather_sensors.xlsx,3248,35.7,Celsius,35.7,celsius,0.64,in,16.256,inches,0,0,0
SEN008,2026-02-26 20:48:04 IST,38.3,C,1.3,in,82.0,track3_weather_sensors.xlsx,3249,38.3,C,38.3,celsius,1.3,in,33.019999999999996,inches,0,0,0
SEN002,2026-05-23 00:18:05 IST,83.7,F,28.2,mm,47.0,track3_weather_sensors.xlsx,3250,83.7,F,28.72222222222222,fahrenheit,28.2,mm,28.2,mm,0,0,0
SEN034,2026-08-22 05:39:07 UTC,18.1,Celsius,10.7,millimeters,82.0,track3_weather_sensors.xlsx,3251,18.1,Celsius,18.1,celsius,10.7,millimeters,10.7,mm,0,0,0
SEN050,,35.1,C,13.9,MM,65.0,track3_weather_sensors.xlsx,3252,35.1,C,35.1,celsius,13.9,MM,13.9,mm,0,1,0
SEN001,,97.7,°F,42.4,millimeters,52.0,track3_weather_sensors.xlsx,3253,97.7,°F,36.5,fahrenheit,42.4,millimeters,42.4,mm,0,1,0
SEN022,2026-07-07 05:40:41 IST,39.7,C,1.11,inches,39.0,track3_weather_sensors.xlsx,3254,39.7,C,39.7,celsius,1.11,inches,28.194000000000003,inches,0,0,0
SEN021,,85.1,Fahrenheit,-44.9,mm,39.0,track3_weather_sensors.xlsx,3255,85.1,Fahrenheit,29.5,fahrenheit,-44.9,mm,,negative,1,1,0
UNKNOWN,2026-04-04 05:23:56 UTC,71.1,°F,25.6,mm,31.0,track3_weather_sensors.xlsx,3256,71.1,°F,21.722222222222218,fahrenheit,25.6,mm,25.6,mm,0,0,0
SEN035,2026-08-09 01:41:49 UTC,62.1,°F,17.6,MM,57.0,track3_weather_sensors.xlsx,3257,62.1,°F,16.72222222222222,fahrenheit,17.6,MM,17.6,mm,0,0,0
SEN007,,32.3°C,,,,95.0,track3_weather_sensors.xlsx,3258,32.3°C,,32.3,embedded_celsius,,,,missing_rain,0,1,0
SEN044,2026-08-15 04:21:06 UTC,30.9,C,49.6,MM,79.0,track3_weather_sensors.xlsx,3259,30.9,C,30.9,celsius,49.6,MM,49.6,mm,0,0,0
SEN003,2026-07-12 06:45:11 UTC,25.9,°C,-43.0,mm,83.0,track3_weather_sensors.xlsx,3260,25.9,°C,25.9,celsius,-43.0,mm,,negative,1,0,0
SEN033,2026-05-18 22:25:26 IST,103.5,f,3.7,MM,42.0,track3_weather_sensors.xlsx,3261,103.5,f,39.72222222222222,fahrenheit,3.7,MM,3.7,mm,0,0,0
SEN022,2026-06-01 22:23:39 IST,25.1,°C,-27.6,mm,88.0,track3_weather_sensors.xlsx,3262,25.1,°C,25.1,celsius,-27.6,mm,,negative,1,0,0
SEN048,2026-04-13 05:54:16 IST,93.9,°F,0.83,inch,70.0,track3_weather_sensors.xlsx,3263,93.9,°F,34.388888888888886,fahrenheit,0.83,inch,21.081999999999997,inches,0,0,0
SEN049,2026-01-10 04:10:23 IST,99,F,-6.1,mm,70.0,track3_weather_sensors.xlsx,3264,99,F,37.22222222222222,fahrenheit,-6.1,mm,,negative,1,0,0
SEN008,04-26-2026 07:59 AM,30,c,15.1,MM,52.0,track3_weather_sensors.xlsx,3265,30,c,30.0,celsius,15.1,MM,15.1,mm,0,0,0
SEN033,2026-02-27 02:55:07 IST,21.1,c,1.08,in,85.0,track3_weather_sensors.xlsx,3266,21.1,c,21.1,celsius,1.08,in,27.432,inches,0,0,0
UNKNOWN,2026-04-30 16:05:49 IST,29.6,Celsius,35.1,MM,61.0,track3_weather_sensors.xlsx,3267,29.6,Celsius,29.6,celsius,35.1,MM,35.1,mm,0,0,0
SEN032,2026-08-28 04:16:53 IST,35.0°C,,21.4,millimeters,31.0,track3_weather_sensors.xlsx,3268,35.0°C,,35.0,embedded_celsius,21.4,millimeters,21.4,mm,0,0,0
SEN042,2026-01-24 10:40:46 UTC,80.6,f,-8.7,mm,78.0,track3_weather_sensors.xlsx,3269,80.6,f,26.999999999999996,fahrenheit,-8.7,mm,,negative,1,0,0
SEN007,2026-06-10T02:02:00,21.7°C,,1.7,millimeters,,track3_weather_sensors.xlsx,3270,21.7°C,,21.7,embedded_celsius,1.7,millimeters,1.7,mm,0,0,1
SEN002,,20.8,c,42.7,millimeters,62.0,track3_weather_sensors.xlsx,3271,20.8,c,20.8,celsius,42.7,millimeters,42.7,mm,0,1,0
SEN009,2026-04-29 02:25:19 IST,88.5,f,10.5,mm,60.0,track3_weather_sensors.xlsx,3272,88.5,f,31.38888888888889,fahrenheit,10.5,mm,10.5,mm,0,0,0
UNKNOWN,2026-06-27 22:50:55 IST,100.2,Fahrenheit,4.1,MM,41.0,track3_weather_sensors.xlsx,3273,100.2,Fahrenheit,37.888888888888886,fahrenheit,4.1,MM,4.1,mm,0,0,0
SEN039,2026-05-24 19:53:13 UTC,94.1,°F,19.5,MM,41.0,track3_weather_sensors.xlsx,3274,94.1,°F,34.5,fahrenheit,19.5,MM,19.5,mm,0,0,0
SEN040,2026-01-27 13:41:10 IST,81.3,Fahrenheit,20.0,MM,63.0,track3_weather_sensors.xlsx,3275,81.3,Fahrenheit,27.38888888888889,fahrenheit,20.0,MM,20.0,mm,0,0,0
SEN002,11-Mar-2026 21:43:56,63,f,0.99,inch,53.0,track3_weather_sensors.xlsx,3276,63,f,17.22222222222222,fahrenheit,0.99,inch,25.145999999999997,inches,0,0,0
UNKNOWN,2026-08-19 18:08:52 UTC,27.3,Celsius,18.4,millimeters,73.0,track3_weather_sensors.xlsx,3277,27.3,Celsius,27.3,celsius,18.4,millimeters,18.4,mm,0,0,0
SEN018,26/03/2026 03:40,20.3,C,33.8,millimeters,,track3_weather_sensors.xlsx,3278,20.3,C,20.3,celsius,33.8,millimeters,33.8,mm,0,0,1
SEN050,2026-05-05 19:31:20 IST,21.0°C,,-37.4,mm,55.0,track3_weather_sensors.xlsx,3279,21.0°C,,21.0,embedded_celsius,-37.4,mm,,negative,1,0,0
UNKNOWN,2026-03-05 22:05:06 IST,100.8,F,3.1,millimeters,68.0,track3_weather_sensors.xlsx,3280,100.8,F,38.22222222222222,fahrenheit,3.1,millimeters,3.1,mm,0,0,0
SEN044,2026-06-12 16:08:02 IST,27.4,c,18.6,millimeters,,track3_weather_sensors.xlsx,3281,27.4,c,27.4,celsius,18.6,millimeters,18.6,mm,0,0,1
SEN043,,25.6,c,1.9,inch,76.0,track3_weather_sensors.xlsx,3282,25.6,c,25.6,celsius,1.9,inch,48.26,inches,0,1,0
SEN033,2026-02-25 17:30:54 UTC,16.8°C,,18.3,mm,60.0,track3_weather_sensors.xlsx,3283,16.8°C,,16.8,embedded_celsius,18.3,mm,18.3,mm,0,0,0
SEN020,2026-03-30 02:07:45 UTC,31.1°C,,0.15,inch,52.0,track3_weather_sensors.xlsx,3284,31.1°C,,31.1,embedded_celsius,0.15,inch,3.8099999999999996,inches,0,0,0
UNKNOWN,2026-02-01 12:39:53 IST,33.6°C,,36.6,mm,77.0,track3_weather_sensors.xlsx,3285,33.6°C,,33.6,embedded_celsius,36.6,mm,36.6,mm,0,0,0
UNKNOWN,2026-08-25 07:40:02 UTC,97.2,°F,31.9,MM,86.0,track3_weather_sensors.xlsx,3286,97.2,°F,36.22222222222222,fahrenheit,31.9,MM,31.9,mm,0,0,0
SEN046,2026-06-28 07:51:44 UTC,38.7,C,0.49,inches,81.0,track3_weather_sensors.xlsx,3287,38.7,C,38.7,celsius,0.49,inches,12.446,inches,0,0,0
SEN036,2026-03-27 06:45:20 IST,96.1,F,8.6,MM,48.0,track3_weather_sensors.xlsx,3288,96.1,F,35.611111111111114,fahrenheit,8.6,MM,8.6,mm,0,0,0
SEN029,23-Aug-2026 07:41:16,93.7,f,0.56,inches,,track3_weather_sensors.xlsx,3289,93.7,f,34.27777777777778,fahrenheit,0.56,inches,14.224,inches,0,0,1
SEN036,2026-04-16 18:35:04 UTC,20.0°C,,1.23,inch,46.0,track3_weather_sensors.xlsx,3290,20.0°C,,20.0,embedded_celsius,1.23,inch,31.241999999999997,inches,0,0,0
SEN049,2026-08-26 22:32:50 IST,95.2,°F,29.5,mm,34.0,track3_weather_sensors.xlsx,3291,95.2,°F,35.111111111111114,fahrenheit,29.5,mm,29.5,mm,0,0,0
SEN026,2026-01-10 11:04:40 UTC,23.8,C,0.7,in,37.0,track3_weather_sensors.xlsx,3292,23.8,C,23.8,celsius,0.7,in,17.779999999999998,inches,0,0,0
SEN039,2026-03-18 23:56:00 IST,24.3,Celsius,1.32,in,,track3_weather_sensors.xlsx,3293,24.3,Celsius,24.3,celsius,1.32,in,33.528,inches,0,0,1
SEN048,2026-08-02 05:52:34 IST,67.3,Fahrenheit,0.11,inches,59.0,track3_weather_sensors.xlsx,3294,67.3,Fahrenheit,19.61111111111111,fahrenheit,0.11,inches,2.794,inches,0,0,0
SEN001,2026-07-21 19:26:05,36.2,Celsius,28.6,MM,43.0,track3_weather_sensors.xlsx,3295,36.2,Celsius,36.2,celsius,28.6,MM,28.6,mm,0,0,0
SEN045,2026-01-13 03:04:16 IST,74.8,°F,,,59.0,track3_weather_sensors.xlsx,3296,74.8,°F,23.77777777777778,fahrenheit,,,,missing_rain,0,0,0
SEN027,2026-06-26 10:15:36 UTC,102.9,f,27.4,millimeters,30.0,track3_weather_sensors.xlsx,3297,102.9,f,39.388888888888886,fahrenheit,27.4,millimeters,27.4,mm,0,0,0
SEN037,2026-01-25 18:25:01 UTC,30,C,3.8,MM,57.0,track3_weather_sensors.xlsx,3298,30,C,30.0,celsius,3.8,MM,3.8,mm,0,0,0
SEN040,2026-02-08 14:03:43 UTC,32.5,°C,0.93,in,81.0,track3_weather_sensors.xlsx,3299,32.5,°C,32.5,celsius,0.93,in,23.622,inches,0,0,0
SEN033,2026-06-18 20:33:39 UTC,37.7°C,,1.02,in,94.0,track3_weather_sensors.xlsx,3300,37.7°C,,37.7,embedded_celsius,1.02,in,25.907999999999998,inches,0,0,0
SEN035,2026-08-24 16:59:25 IST,73.4,F,,,81.0,track3_weather_sensors.xlsx,3301,73.4,F,23.000000000000004,fahrenheit,,,,missing_rain,0,0,0
SEN012,,23.9°C,,39.1,millimeters,41.0,track3_weather_sensors.xlsx,3302,23.9°C,,23.9,embedded_celsius,39.1,millimeters,39.1,mm,0,1,0
SEN002,2026-05-03 08:59:33 IST,29.3,c,44.8,millimeters,51.0,track3_weather_sensors.xlsx,3303,29.3,c,29.3,celsius,44.8,millimeters,44.8,mm,0,0,0
SEN009,2026-05-17 11:45:07 IST,81.1,Fahrenheit,38.7,MM,,track3_weather_sensors.xlsx,3304,81.1,Fahrenheit,27.277777777777775,fahrenheit,38.7,MM,38.7,mm,0,0,1
SEN016,2026-07-02 02:42:27 UTC,99.3,Fahrenheit,1.07,inches,66.0,track3_weather_sensors.xlsx,3305,99.3,Fahrenheit,37.388888888888886,fahrenheit,1.07,inches,27.178,inches,0,0,0
SEN043,2026-02-17 11:34:22 IST,17.3°C,,44.0,MM,,track3_weather_sensors.xlsx,3306,17.3°C,,17.3,embedded_celsius,44.0,MM,44.0,mm,0,0,1
SEN032,06-30-2026 07:03 AM,22.3°C,,46.5,mm,,track3_weather_sensors.xlsx,3307,22.3°C,,22.3,embedded_celsius,46.5,mm,46.5,mm,0,0,1
SEN023,2026-05-12 03:20:00 UTC,61.5,Fahrenheit,11.7,millimeters,,track3_weather_sensors.xlsx,3308,61.5,Fahrenheit,16.38888888888889,fahrenheit,11.7,millimeters,11.7,mm,0,0,1
SEN003,2026-07-10 12:06:27 UTC,62.6,°F,1.8,MM,45.0,track3_weather_sensors.xlsx,3309,62.6,°F,17.0,fahrenheit,1.8,MM,1.8,mm,0,0,0
SEN025,2026-04-18 05:10:25 UTC,61,f,5.5,mm,91.0,track3_weather_sensors.xlsx,3310,61,f,16.11111111111111,fahrenheit,5.5,mm,5.5,mm,0,0,0
SEN047,,71.2,f,,,31.0,track3_weather_sensors.xlsx,3311,71.2,f,21.77777777777778,fahrenheit,,,,missing_rain,0,1,0
SEN026,2026-08-09 15:58:15 UTC,79,f,16.8,MM,77.0,track3_weather_sensors.xlsx,3312,79,f,26.11111111111111,fahrenheit,16.8,MM,16.8,mm,0,0,0
SEN039,2026-07-18 02:20:22 IST,26.9°C,,17.4,MM,41.0,track3_weather_sensors.xlsx,3313,26.9°C,,26.9,embedded_celsius,17.4,MM,17.4,mm,0,0,0
SEN019,2026-07-10 22:31:15 IST,90.9,f,-28.5,mm,74.0,track3_weather_sensors.xlsx,3314,90.9,f,32.72222222222222,fahrenheit,-28.5,mm,,negative,1,0,0
SEN001,2026-06-14 21:05:09 UTC,85.8,°F,30.2,MM,49.0,track3_weather_sensors.xlsx,3315,85.8,°F,29.88888888888889,fahrenheit,30.2,MM,30.2,mm,0,0,0
SEN029,2026-08-18T23:04:29,29.8,Celsius,-2.9,mm,36.0,track3_weather_sensors.xlsx,3316,29.8,Celsius,29.8,celsius,-2.9,mm,,negative,1,0,0
SEN011,2026-07-02 11:50:25 IST,59.7,Fahrenheit,-12.1,mm,71.0,track3_weather_sensors.xlsx,3317,59.7,Fahrenheit,15.38888888888889,fahrenheit,-12.1,mm,,negative,1,0,0
SEN008,2026-03-03 08:02:35 UTC,39.8,°C,0.52,inches,39.0,track3_weather_sensors.xlsx,3318,39.8,°C,39.8,celsius,0.52,inches,13.208,inches,0,0,0
SEN033,2026-08-11 02:15:56 IST,67.5,F,35.0,millimeters,64.0,track3_weather_sensors.xlsx,3319,67.5,F,19.72222222222222,fahrenheit,35.0,millimeters,35.0,mm,0,0,0
SEN009,2026-02-05 14:59:11,88.9,F,1.08,inch,83.0,track3_weather_sensors.xlsx,3320,88.9,F,31.61111111111111,fahrenheit,1.08,inch,27.432,inches,0,0,0
SEN050,2026-06-22 11:40:22 IST,21.9°C,,21.0,mm,55.0,track3_weather_sensors.xlsx,3321,21.9°C,,21.9,embedded_celsius,21.0,mm,21.0,mm,0,0,0
SEN024,2026-05-23 19:18:54 IST,17.3°C,,1.78,in,31.0,track3_weather_sensors.xlsx,3322,17.3°C,,17.3,embedded_celsius,1.78,in,45.211999999999996,inches,0,0,0
SEN026,2026-02-25 22:04:41 UTC,36.4,Celsius,-37.6,mm,88.0,track3_weather_sensors.xlsx,3323,36.4,Celsius,36.4,celsius,-37.6,mm,,negative,1,0,0
SEN005,2026-08-09 06:40:30 UTC,95.7,F,,,94.0,track3_weather_sensors.xlsx,3324,95.7,F,35.388888888888886,fahrenheit,,,,missing_rain,0,0,0
UNKNOWN,2026-06-08 08:13:15 UTC,35.7°C,,21.6,millimeters,54.0,track3_weather_sensors.xlsx,3325,35.7°C,,35.7,embedded_celsius,21.6,millimeters,21.6,mm,0,0,0
SEN012,2026-03-12 02:24:38 IST,18.1,C,45.3,millimeters,57.0,track3_weather_sensors.xlsx,3326,18.1,C,18.1,celsius,45.3,millimeters,45.3,mm,0,0,0
SEN039,2026-07-16 16:54:29 UTC,87.6,F,,,,track3_weather_sensors.xlsx,3327,87.6,F,30.88888888888889,fahrenheit,,,,missing_rain,0,0,1
SEN044,2026-02-08 17:55:56 UTC,59.9,F,1.1,inch,36.0,track3_weather_sensors.xlsx,3328,59.9,F,15.5,fahrenheit,1.1,inch,27.94,inches,0,0,0
SEN031,2026-08-16 19:57:29 UTC,29.5,Celsius,,,48.0,track3_weather_sensors.xlsx,3329,29.5,Celsius,29.5,celsius,,,,missing_rain,0,0,0
SEN034,2026-07-20 12:27:58 IST,28.9,C,24.2,millimeters,41.0,track3_weather_sensors.xlsx,3330,28.9,C,28.9,celsius,24.2,millimeters,24.2,mm,0,0,0
SEN016,2026-07-16 21:26:10 IST,39.1°C,,33.5,MM,34.0,track3_weather_sensors.xlsx,3331,39.1°C,,39.1,embedded_celsius,33.5,MM,33.5,mm,0,0,0
SEN008,2026-03-09 05:34:10 IST,40,°C,37.9,millimeters,54.0,track3_weather_sensors.xlsx,3332,40,°C,40.0,celsius,37.9,millimeters,37.9,mm,0,0,0
SEN047,2026-08-10 22:01:36 IST,87.1,f,,,73.0,track3_weather_sensors.xlsx,3333,87.1,f,30.61111111111111,fahrenheit,,,,missing_rain,0,0,0
SEN034,2026-02-13 16:55:18 UTC,34.7,C,16.9,millimeters,91.0,track3_weather_sensors.xlsx,3334,34.7,C,34.7,celsius,16.9,millimeters,16.9,mm,0,0,0
SEN049,2026-01-03 06:48:56 IST,15.3,Celsius,10.1,MM,39.0,track3_weather_sensors.xlsx,3335,15.3,Celsius,15.3,celsius,10.1,MM,10.1,mm,0,0,0
SEN014,2026-01-01T00:22:35,36.2,c,-47.5,mm,60.0,track3_weather_sensors.xlsx,3336,36.2,c,36.2,celsius,-47.5,mm,,negative,1,0,0
SEN013,2026-02-12 17:22:55 UTC,28.3°C,,1.78,inches,58.0,track3_weather_sensors.xlsx,3337,28.3°C,,28.3,embedded_celsius,1.78,inches,45.211999999999996,inches,0,0,0
SEN039,2026-06-10 21:30:35 UTC,20.8,Celsius,33.5,millimeters,64.0,track3_weather_sensors.xlsx,3338,20.8,Celsius,20.8,celsius,33.5,millimeters,33.5,mm,0,0,0
SEN041,07-May-2026 12:58:14,22.8,C,33.4,MM,55.0,track3_weather_sensors.xlsx,3339,22.8,C,22.8,celsius,33.4,MM,33.4,mm,0,0,0
SEN021,2026-04-05 20:45:29 IST,26.5,c,-48.8,mm,,track3_weather_sensors.xlsx,3340,26.5,c,26.5,celsius,-48.8,mm,,negative,1,0,1
SEN006,2026-01-25 04:59:32 UTC,79.9,F,1.57,inches,60.0,track3_weather_sensors.xlsx,3341,79.9,F,26.611111111111114,fahrenheit,1.57,inches,39.878,inches,0,0,0
UNKNOWN,2026-05-28 14:15:53,95.2,Fahrenheit,1.4,inch,83.0,track3_weather_sensors.xlsx,3342,95.2,Fahrenheit,35.111111111111114,fahrenheit,1.4,inch,35.559999999999995,inches,0,0,0
SEN036,2026-07-26 02:02:48 IST,17.1,Celsius,-27.9,mm,42.0,track3_weather_sensors.xlsx,3343,17.1,Celsius,17.1,celsius,-27.9,mm,,negative,1,0,0
SEN027,,84.7,f,24.7,mm,59.0,track3_weather_sensors.xlsx,3344,84.7,f,29.27777777777778,fahrenheit,24.7,mm,24.7,mm,0,1,0
SEN017,2026-06-17 02:10:11 UTC,72.3,°F,-46.2,mm,39.0,track3_weather_sensors.xlsx,3345,72.3,°F,22.38888888888889,fahrenheit,-46.2,mm,,negative,1,0,0
SEN045,2026-06-06 00:14:23 IST,15,°C,2.8,millimeters,72.0,track3_weather_sensors.xlsx,3346,15,°C,15.0,celsius,2.8,millimeters,2.8,mm,0,0,0
SEN026,2026-04-15 13:19:24 UTC,103.1,F,27.0,mm,65.0,track3_weather_sensors.xlsx,3347,103.1,F,39.5,fahrenheit,27.0,mm,27.0,mm,0,0,0
SEN008,2026-02-20 23:40:51 IST,82,°F,32.7,MM,48.0,track3_weather_sensors.xlsx,3348,82,°F,27.77777777777778,fahrenheit,32.7,MM,32.7,mm,0,0,0
SEN021,2026-02-10 01:07:39 UTC,92.8,°F,43.5,MM,61.0,track3_weather_sensors.xlsx,3349,92.8,°F,33.77777777777778,fahrenheit,43.5,MM,43.5,mm,0,0,0
SEN003,2026-03-07 23:10:26 UTC,23,C,21.5,mm,44.0,track3_weather_sensors.xlsx,3350,23,C,23.0,celsius,21.5,mm,21.5,mm,0,0,0
SEN027,2026-08-27 16:18:08 UTC,35.7,Celsius,15.2,mm,57.0,track3_weather_sensors.xlsx,3351,35.7,Celsius,35.7,celsius,15.2,mm,15.2,mm,0,0,0
SEN046,2026-04-27 09:25:37 IST,26.9°C,,0.64,inch,85.0,track3_weather_sensors.xlsx,3352,26.9°C,,26.9,embedded_celsius,0.64,inch,16.256,inches,0,0,0
SEN046,2026-02-15 10:24:03 IST,29,C,14.8,mm,75.0,track3_weather_sensors.xlsx,3353,29,C,29.0,celsius,14.8,mm,14.8,mm,0,0,0
SEN015,2026-01-19 08:13:33 IST,28.5,Celsius,35.5,millimeters,30.0,track3_weather_sensors.xlsx,3354,28.5,Celsius,28.5,celsius,35.5,millimeters,35.5,mm,0,0,0
SEN006,2026-05-19 07:02:53 UTC,98.8,f,28.0,millimeters,82.0,track3_weather_sensors.xlsx,3355,98.8,f,37.111111111111114,fahrenheit,28.0,millimeters,28.0,mm,0,0,0
SEN024,2026-03-16 11:34:12 IST,85.8,Fahrenheit,1.41,inch,38.0,track3_weather_sensors.xlsx,3356,85.8,Fahrenheit,29.88888888888889,fahrenheit,1.41,inch,35.81399999999999,inches,0,0,0
SEN025,09-03-2026 09:02 PM,21.1,C,-41.0,mm,,track3_weather_sensors.xlsx,3357,21.1,C,21.1,celsius,-41.0,mm,,negative,1,0,1
UNKNOWN,,100,F,0.61,in,39.0,track3_weather_sensors.xlsx,3358,100,F,37.77777777777778,fahrenheit,0.61,in,15.493999999999998,inches,0,1,0
SEN017,2026-06-22 18:40:28 IST,36.9°C,,27.5,mm,,track3_weather_sensors.xlsx,3359,36.9°C,,36.9,embedded_celsius,27.5,mm,27.5,mm,0,0,1
