trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,source_file,row_index_raw,mandi_id_raw,mandi_id_status,distance_raw,distance_km,distance_unit_extracted,distance_status,distance_unit_unresolvable,transit_hours_raw,negative_transit_flag,transit_hours_clean,vehicle_no_raw,vehicle_no_clean,missing_vehicle_no,missing_driver_id,missing_arrival_time,is_duplicate
TRP006827,MANDI045,WH-West,29/05/2026 10:55,2026-05-29 22:49:21,11.9,704.2 KM,,UP-17-DF-7788,DRV768,track3_transport_logistics.csv,1519,MANDI045,normalized,704.2 KM,704.2,KM,resolved,0,11.9,0,11.9,UP-17-DF-7788,UP-17-DF-7788,0,0,0,0
TRP006228,MANDI038,WH-East,02-26-2026 01:05 PM,26-Feb-2026 16:35:33,3.5,180.1,km,RJ55-BC-6435,DRV149,track3_transport_logistics.csv,1520,MANDI038,normalized,180.1,180.1,,no_unit,0,3.5,0,3.5,RJ55-BC-6435,RJ55-BC-6435,0,0,0,0
TRP000838,MANDI054,WH-East,2026-06-19T21:40:24,2026-06-20 05:10:24,,422.6,km,DL 48 CD 4602,DRV796,track3_transport_logistics.csv,1521,MANDI054,normalized,422.6,422.6,,no_unit,0,,0,,DL 48 CD 4602,DL-48-CD-4602,0,0,0,0
TRP006154,MANDI026,WH-South,21-Apr-2026 22:52:41,22/04/2026,23.7,1387.2,km,rj 66-BC-1109,DRV231,track3_transport_logistics.csv,1522,mandi_026,normalized,1387.2,1387.2,,no_unit,0,23.7,0,23.7,rj 66-BC-1109,RJ-66-BC-1109,0,0,0,0
TRP002253,MANDI028,WH-Central,2026-07-04T05:53:13,07-04-2026 11:59 AM,6.1,174.04601710000003,miles,PB-97-DF-5641,DRV815,track3_transport_logistics.csv,1523,mandi_028,normalized,174.04601710000003,174.04601710000003,,no_unit,0,6.1,0,6.1,PB-97-DF-5641,PB-97-DF-5641,0,0,0,0
TRP000228,MANDI045,Export-Terminal,28/01/2026 09:35,29/01/2026 04:35,19.0,1068.9,km,HR-10-AB-5198,DRV150,track3_transport_logistics.csv,1524,mandi_045,normalized,1068.9,1068.9,,no_unit,0,19.0,0,19.0,HR-10-AB-5198,HR-10-AB-5198,0,0,0,0
TRP008088,MANDI020,Export-Terminal,2026-08-24T10:35:46,08-25-2026 06:47 AM,20.2,1037.9,km,UP-55-CD-9261,DRV194,track3_transport_logistics.csv,1525,mandi020,normalized,1037.9,1037.9,,no_unit,0,20.2,0,20.2,UP-55-CD-9261,UP-55-CD-9261,0,0,0,0
TRP009390,MANDI021,WH-North,19/02/2026,2026-02-20 08:04:51,13.0,642.4,km,DL-57-DF-5190,DRV746,track3_transport_logistics.csv,1526,MANDI-021,normalized,642.4,642.4,,no_unit,0,13.0,0,13.0,DL-57-DF-5190,DL-57-DF-5190,0,0,0,0
TRP008598,MANDI026,WH-West,03-Jan-2026 07:58:29,,9.1,378.3,km,DL-83-CD-9064,DRV140,track3_transport_logistics.csv,1527,MANDI026,normalized,378.3,378.3,,no_unit,0,9.1,0,9.1,DL-83-CD-9064,DL-83-CD-9064,0,0,1,0
TRP005115,MANDI055,WH-West,22/02/2026,2026-02-23 05:06:49,17.6,920.4,km,,DRV426,track3_transport_logistics.csv,1528,M055,normalized,920.4,920.4,,no_unit,0,17.6,0,17.6,,,1,0,0,0
TRP006104,MANDI003,WH-South,01-12-2026 04:33 PM,13-Jan-2026 10:09:10,-17.6,928.9,km,up 84-DF-3545,DRV205,track3_transport_logistics.csv,1529,M003,normalized,928.9,928.9,,no_unit,0,-17.6,1,,up 84-DF-3545,UP-84-DF-3545,0,0,0,0
TRP005317,MANDI032,Export-Terminal,22-Feb-2026 15:43:37,22/02/2026,7.7,460.0,km,PB-82-AB-4437,DRV963,track3_transport_logistics.csv,1530,MANDI-032,normalized,460.0,460.0,,no_unit,0,7.7,0,7.7,PB-82-AB-4437,PB-82-AB-4437,0,0,0,0
TRP004072,MANDI023,WH-Central,05-Mar-2026 23:50:38,03-06-2026 03:50 PM,16.0,715.4,km,DL-17-AB-8338,DRV943,track3_transport_logistics.csv,1531,MANDI-023,normalized,715.4,715.4,,no_unit,0,16.0,0,16.0,DL-17-AB-8338,DL-17-AB-8338,0,0,0,0
TRP004763,MANDI024,WH-North,08-21-2026 11:10 PM,22/08/2026 10:22,11.2,403.64260160000003,miles,PB-63-BC-1822,DRV294,track3_transport_logistics.csv,1532,024,normalized,403.64260160000003,403.64260160000003,,no_unit,0,11.2,0,11.2,PB-63-BC-1822,PB-63-BC-1822,0,0,0,0
TRP005364,MANDI044,Export-Terminal,09-Feb-2026 15:22:38,10-Feb-2026 05:10:38,13.8,648.1,km,RJ-16-BC-7077,DRV925,track3_transport_logistics.csv,1533,MANDI044,normalized,648.1,648.1,,no_unit,0,13.8,0,13.8,RJ-16-BC-7077,RJ-16-BC-7077,0,0,0,0
TRP005480,MANDI026,Export-Terminal,08-22-2026 07:50 AM,2026-08-22 22:38:29,-14.8,800.3,km,RJ 11 AB 9921,DRV611,track3_transport_logistics.csv,1534,MANDI-026,normalized,800.3,800.3,,no_unit,0,-14.8,1,,RJ 11 AB 9921,RJ-11-AB-9921,0,0,0,0
TRP000158,MANDI050,WH-South,11/04/2026,12-Apr-2026 01:52:57,12.8,667.2,km,PB 30 DF 6042,DRV583,track3_transport_logistics.csv,1535,MANDI050,normalized,667.2,667.2,,no_unit,0,12.8,0,12.8,PB 30 DF 6042,PB-30-DF-6042,0,0,0,0
TRP005864,MANDI057,WH-West,2026-04-03 01:15:06,2026-04-03 18:15:06,17.0,746.3,km,UP-26-BC-3677,DRV985,track3_transport_logistics.csv,1536,MANDI057,normalized,746.3,746.3,,no_unit,0,17.0,0,17.0,UP-26-BC-3677,UP-26-BC-3677,0,0,0,0
TRP007081,MANDI005,WH-North,08-21-2026 10:44 PM,22-Aug-2026 09:50:29,11.1,355.1756636,miles,pb 66-BC-8405,,track3_transport_logistics.csv,1537,MANDI005,normalized,355.1756636,355.1756636,,no_unit,0,11.1,0,11.1,pb 66-BC-8405,PB-66-BC-8405,0,1,0,0
TRP009148,MANDI010,WH-East,2026-06-26T14:01:23,26-Jun-2026 18:01:23,4.0,225.9,km,,DRV352,track3_transport_logistics.csv,1538,mandi_010,normalized,225.9,225.9,,no_unit,0,4.0,0,4.0,,,1,0,0,0
TRP009342,MANDI041,WH-Central,2026-01-18 05:07:55,18/01/2026 07:55,2.8,143.7,km,dl 61-AB-7201,DRV227,track3_transport_logistics.csv,1539,MANDI-041,normalized,143.7,143.7,,no_unit,0,2.8,0,2.8,dl 61-AB-7201,DL-61-AB-7201,0,0,0,0
TRP001442,MANDI001,WH-South,2026-06-06T05:21:15,06/06/2026 18:27,,384.13155220000004,miles,DL-23-CD-9787,DRV236,track3_transport_logistics.csv,1540,mandi001,normalized,384.13155220000004,384.13155220000004,,no_unit,0,,0,,DL-23-CD-9787,DL-23-CD-9787,0,0,0,0
TRP004610,MANDI005,WH-West,2026-04-12T17:45:43,2026-04-13 07:09:43,13.4,623.9,km,UP98-AB-7955,,track3_transport_logistics.csv,1541,MANDI005,normalized,623.9,623.9,,no_unit,0,13.4,0,13.4,UP98-AB-7955,UP98-AB-7955,0,1,0,0
TRP008852,MANDI043,WH-Central,2026-08-20 10:42:56,21/08/2026 08:54,22.2,1148.7,km,,DRV905,track3_transport_logistics.csv,1542,MANDI043,normalized,1148.7,1148.7,,no_unit,0,22.2,0,22.2,,,1,0,0,0
TRP000701,MANDI027,WH-West,01-Mar-2026 22:42:00,02/03/2026 06:24,7.7,443.5,km,HR-17-DF-4203,DRV557,track3_transport_logistics.csv,1543,MANDI027,normalized,443.5,443.5,,no_unit,0,7.7,0,7.7,HR-17-DF-4203,HR-17-DF-4203,0,0,0,0
TRP004293,MANDI005,WH-West,2026-09-07 04:57:09,07-Sep-2026 13:45:09,8.8,357.0,km,up 56-CD-6685,DRV349,track3_transport_logistics.csv,1544,mandi_005,normalized,357.0,357.0,,no_unit,0,8.8,0,8.8,up 56-CD-6685,UP-56-CD-6685,0,0,0,0
TRP001741,MANDI005,Export-Terminal,09-Jan-2026 06:43:46,01-09-2026 09:31 AM,2.8,149.8 KM,,,DRV962,track3_transport_logistics.csv,1545,mandi005,normalized,149.8 KM,149.8,KM,resolved,0,2.8,0,2.8,,,1,0,0,0
TRP008283,MANDI001,WH-West,2026-08-05 15:38:52,05/08/2026,4.5,150.1232336,miles,UP-78-DF-5237,DRV151,track3_transport_logistics.csv,1546,MANDI-001,normalized,150.1232336,150.1232336,,no_unit,0,4.5,0,4.5,UP-78-DF-5237,UP-78-DF-5237,0,0,0,0
TRP004225,MANDI053,WH-North,08/02/2026 12:40,09/02/2026,21.2,621.0603145,miles,RJ 52 BC 4670,DRV107,track3_transport_logistics.csv,1547,mandi_053,normalized,621.0603145,621.0603145,,no_unit,0,21.2,0,21.2,RJ 52 BC 4670,RJ-52-BC-4670,0,0,0,0
TRP008677,MANDI025,WH-North,2026-04-27 19:11:22,,16.3,669.8,km,RJ 96 CD 2506,DRV818,track3_transport_logistics.csv,1548,mandi025,normalized,669.8,669.8,,no_unit,0,16.3,0,16.3,RJ 96 CD 2506,RJ-96-CD-2506,0,0,1,0
TRP006351,MANDI011,WH-North,22/02/2026 04:43,22/02/2026 10:25,-5.7,234.3,km,,,track3_transport_logistics.csv,1549,MANDI011,normalized,234.3,234.3,,no_unit,0,-5.7,1,,,,1,1,0,0
TRP004550,MANDI034,WH-North,29-Jan-2026 20:08:06,2026-01-30T00:08:06,4.0,184.2,km,RJ57-DF-3398,DRV648,track3_transport_logistics.csv,1550,MANDI034,normalized,184.2,184.2,,no_unit,0,4.0,0,4.0,RJ57-DF-3398,RJ57-DF-3398,0,0,0,0
TRP004234,MANDI038,WH-North,28/02/2026,,9.4,494.6,km,DL-30-DF-8598,DRV324,track3_transport_logistics.csv,1551,MANDI038,normalized,494.6,494.6,,no_unit,0,9.4,0,9.4,DL-30-DF-8598,DL-30-DF-8598,0,0,1,0
TRP004255,MANDI032,Export-Terminal,2026-07-17T13:45:37,,15.0,733.2,km,PB-59-DF-1313,DRV823,track3_transport_logistics.csv,1552,M032,normalized,733.2,733.2,,no_unit,0,15.0,0,15.0,PB-59-DF-1313,PB-59-DF-1313,0,0,1,0
TRP007827,MANDI054,WH-East,2026-06-23T18:33:51,24/06/2026 07:51,13.3,763.3,km,HR27-AB-8877,DRV903,track3_transport_logistics.csv,1553,MANDI054,normalized,763.3,763.3,,no_unit,0,13.3,0,13.3,HR27-AB-8877,HR27-AB-8877,0,0,0,0
TRP004053,MANDI005,WH-North,04/04/2026 13:00,2026-04-04T16:06:23,3.1,161.1,km,RJ 89 AB 7100,DRV589,track3_transport_logistics.csv,1554,mandi_005,normalized,161.1,161.1,,no_unit,0,3.1,0,3.1,RJ 89 AB 7100,RJ-89-AB-7100,0,0,0,0
TRP009236,MANDI027,Export-Terminal,2026-06-09 03:25:56,09-Jun-2026 21:19:56,17.9,1044.8,km,DL 73 DF 8662,DRV484,track3_transport_logistics.csv,1555,mandi_027,normalized,1044.8,1044.8,,no_unit,0,17.9,0,17.9,DL 73 DF 8662,DL-73-DF-8662,0,0,0,0
TRP003533,MANDI004,WH-South,2026-05-21 06:28:42,21/05/2026,-4.3,245.0,km,UP-93-CD-5040,DRV918,track3_transport_logistics.csv,1556,mandi_004,normalized,245.0,245.0,,no_unit,0,-4.3,1,,UP-93-CD-5040,UP-93-CD-5040,0,0,0,0
TRP003438,MANDI022,WH-South,2026-08-20 03:47:57,20/08/2026,7.9,289.7452973,miles,rj 79-BC-5074,,track3_transport_logistics.csv,1557,MANDI-022,normalized,289.7452973,289.7452973,,no_unit,0,7.9,0,7.9,rj 79-BC-5074,RJ-79-BC-5074,0,1,0,0
TRP006934,MANDI027,WH-East,2026-02-04 22:39:40,,9.1,366.3,km,rj 22-BC-6498,,track3_transport_logistics.csv,1558,027,normalized,366.3,366.3,,no_unit,0,9.1,0,9.1,rj 22-BC-6498,RJ-22-BC-6498,0,1,1,0
TRP004231,MANDI007,WH-West,27-Mar-2026 17:12:07,28/03/2026 10:06,16.9,832.2,km,DL-52-DF-7193,DRV480,track3_transport_logistics.csv,1559,mandi007,normalized,832.2,832.2,,no_unit,0,16.9,0,16.9,DL-52-DF-7193,DL-52-DF-7193,0,0,0,0
TRP008859,MANDI010,WH-South,2026-03-11T18:15:54,12/03/2026 17:27,23.2,657.2862438,miles,PB-12-AB-6054,DRV425,track3_transport_logistics.csv,1560,mandi_010,normalized,657.2862438,657.2862438,,no_unit,0,23.2,0,23.2,PB-12-AB-6054,PB-12-AB-6054,0,0,0,0
TRP008305,MANDI042,WH-North,2026-01-30 23:26:15,01-31-2026 04:26 AM,5.0,275.6,km,RJ45-AB-5591,DRV302,track3_transport_logistics.csv,1561,MANDI-042,normalized,275.6,275.6,,no_unit,0,5.0,0,5.0,RJ45-AB-5591,RJ45-AB-5591,0,0,0,0
TRP009586,MANDI042,WH-East,26/07/2026 22:19,2026-07-27 21:31:50,23.2,994.0 KM,,RJ-17-DF-7976,DRV191,track3_transport_logistics.csv,1562,MANDI042,normalized,994.0 KM,994.0,KM,resolved,0,23.2,0,23.2,RJ-17-DF-7976,RJ-17-DF-7976,0,0,0,0
TRP006148,MANDI014,Export-Terminal,2026-03-24 03:21:21,2026-03-24T20:09:21,16.8,1002.8,km,DL-55-BC-8778,DRV431,track3_transport_logistics.csv,1563,MANDI014,normalized,1002.8,1002.8,,no_unit,0,16.8,0,16.8,DL-55-BC-8778,DL-55-BC-8778,0,0,0,0
TRP004191,MANDI042,WH-West,04-28-2026 03:20 AM,2026-04-28 23:38:07,20.3,837.1,km,,DRV934,track3_transport_logistics.csv,1564,MANDI042,normalized,837.1,837.1,,no_unit,0,20.3,0,20.3,,,1,0,0,0
TRP001403,MANDI053,WH-Central,24-May-2026 21:39:28,24/05/2026 23:57,2.3,119.4,km,HR38-AB-8168,,track3_transport_logistics.csv,1565,M053,normalized,119.4,119.4,,no_unit,0,2.3,0,2.3,HR38-AB-8168,HR38-AB-8168,0,1,0,0
TRP001544,MANDI050,WH-East,2026-06-09 16:47:32,10/06/2026 15:47,23.0,636.4081782000001,miles,DL-22-DF-9982,DRV653,track3_transport_logistics.csv,1566,MANDI-050,normalized,636.4081782000001,636.4081782000001,,no_unit,0,23.0,0,23.0,DL-22-DF-9982,DL-22-DF-9982,0,0,0,0
TRP009604,MANDI022,WH-South,02-20-2026 11:32 PM,21/02/2026 04:14,4.7,234.9,km,UP 86 AB 7602,DRV522,track3_transport_logistics.csv,1567,MANDI-022,normalized,234.9,234.9,,no_unit,0,4.7,0,4.7,UP 86 AB 7602,UP-86-AB-7602,0,0,0,0
TRP003791,MANDI034,WH-South,18/01/2026,19-Jan-2026 03:42:21,17.0,824.9,km,,DRV823,track3_transport_logistics.csv,1568,mandi034,normalized,824.9,824.9,,no_unit,0,17.0,0,17.0,,,1,0,0,0
TRP002738,MANDI044,WH-North,16/04/2026,17/04/2026 14:33,23.1,1290.8,km,,,track3_transport_logistics.csv,1569,mandi_044,normalized,1290.8,1290.8,,no_unit,0,23.1,0,23.1,,,1,1,0,0
TRP001781,MANDI011,Export-Terminal,09-08-2026 02:09 AM,08/09/2026 07:51,5.7,236.2,km,rj 79-AB-3797,DRV865,track3_transport_logistics.csv,1570,MANDI011,normalized,236.2,236.2,,no_unit,0,5.7,0,5.7,rj 79-AB-3797,RJ-79-AB-3797,0,0,0,0
TRP007790,MANDI018,WH-East,12-Feb-2026 06:22:58,12-Feb-2026 18:16:58,-11.9,503.2,km,DL-40-DF-1612,DRV688,track3_transport_logistics.csv,1571,mandi_018,normalized,503.2,503.2,,no_unit,0,-11.9,1,,DL-40-DF-1612,DL-40-DF-1612,0,0,0,0
TRP008048,MANDI007,WH-North,08-21-2026 05:16 AM,21/08/2026 08:40,3.4,170.1 KM,,up 91-BC-8710,DRV536,track3_transport_logistics.csv,1572,M007,normalized,170.1 KM,170.1,KM,resolved,0,3.4,0,3.4,up 91-BC-8710,UP-91-BC-8710,0,0,0,0
TRP003482,MANDI012,WH-North,03/05/2026,04/05/2026,22.9,1098.8,km,DL-92-DF-2702,DRV550,track3_transport_logistics.csv,1573,MANDI012,normalized,1098.8,1098.8,,no_unit,0,22.9,0,22.9,DL-92-DF-2702,DL-92-DF-2702,0,0,0,0
TRP007071,MANDI031,WH-East,28-Apr-2026 08:57:38,28/04/2026 19:33,10.6,476.1,km,PB22-CD-1068,,track3_transport_logistics.csv,1574,MANDI031,normalized,476.1,476.1,,no_unit,0,10.6,0,10.6,PB22-CD-1068,PB22-CD-1068,0,1,0,0
TRP003112,MANDI021,WH-West,2026-05-28 22:08:40,2026-05-29 01:02:40,2.9,141.9,km,UP-88-BC-1802,DRV407,track3_transport_logistics.csv,1575,MANDI021,normalized,141.9,141.9,,no_unit,0,2.9,0,2.9,UP-88-BC-1802,UP-88-BC-1802,0,0,0,0
TRP008120,MANDI041,WH-North,14-May-2026 15:02:32,15/05/2026 13:50,22.8,1179.6,km,dl 32-CD-7292,DRV498,track3_transport_logistics.csv,1576,mandi_041,normalized,1179.6,1179.6,,no_unit,0,22.8,0,22.8,dl 32-CD-7292,DL-32-CD-7292,0,0,0,0
TRP000604,MANDI004,WH-South,2026-02-09 20:32:18,02-10-2026 09:26 AM,12.9,561.5,km,RJ-58-DF-8595,DRV975,track3_transport_logistics.csv,1577,MANDI004,normalized,561.5,561.5,,no_unit,0,12.9,0,12.9,RJ-58-DF-8595,RJ-58-DF-8595,0,0,0,0
TRP002336,MANDI052,Export-Terminal,21-Aug-2026 12:24:32,2026-08-22 12:12:32,23.8,1158.2,km,,DRV245,track3_transport_logistics.csv,1578,mandi_052,normalized,1158.2,1158.2,,no_unit,0,23.8,0,23.8,,,1,0,0,0
TRP004278,MANDI045,WH-South,27/07/2026 02:38,27/07/2026 08:08,5.5,162.92347619999998,miles,dl 73-DF-5262,DRV392,track3_transport_logistics.csv,1579,MANDI045,normalized,162.92347619999998,162.92347619999998,,no_unit,0,5.5,0,5.5,dl 73-DF-5262,DL-73-DF-5262,0,0,0,0
TRP007162,MANDI025,Export-Terminal,22-Feb-2026 21:50:12,2026-02-23 15:56:12,18.1,949.2,km,PB-42-AB-9571,DRV689,track3_transport_logistics.csv,1580,MANDI025,normalized,949.2,949.2,,no_unit,0,18.1,0,18.1,PB-42-AB-9571,PB-42-AB-9571,0,0,0,0
TRP000394,MANDI049,WH-West,12-Aug-2026 03:43:33,2026-08-13T00:31:33,20.8,845.4,km,,DRV376,track3_transport_logistics.csv,1581,MANDI049,normalized,845.4,845.4,,no_unit,0,20.8,0,20.8,,,1,0,0,0
TRP006498,MANDI052,WH-West,02-May-2026 18:02:05,03/05/2026,18.5,1038.3,km,HR-80-CD-2931,DRV395,track3_transport_logistics.csv,1582,MANDI052,normalized,1038.3,1038.3,,no_unit,0,18.5,0,18.5,HR-80-CD-2931,HR-80-CD-2931,0,0,0,0
TRP009327,MANDI014,WH-East,02-07-2026 04:24 PM,08-Feb-2026 14:48:56,22.4,1095.2,km,UP-90-BC-8364,DRV174,track3_transport_logistics.csv,1583,MANDI014,normalized,1095.2,1095.2,,no_unit,0,22.4,0,22.4,UP-90-BC-8364,UP-90-BC-8364,0,0,0,0
TRP003536,MANDI033,WH-North,2026-08-30 04:29:05,08-31-2026 01:11 AM,20.7,1084.4,km,DL89-AB-4887,DRV156,track3_transport_logistics.csv,1584,MANDI033,normalized,1084.4,1084.4,,no_unit,0,20.7,0,20.7,DL89-AB-4887,DL89-AB-4887,0,0,0,0
TRP008480,MANDI001,WH-East,2026-05-23 02:05:46,23-May-2026 22:23:46,20.3,689.2247132,miles,dl 19-AB-4058,DRV196,track3_transport_logistics.csv,1585,mandi_001,normalized,689.2247132,689.2247132,,no_unit,0,20.3,0,20.3,dl 19-AB-4058,DL-19-AB-4058,0,0,0,0
TRP000096,MANDI053,WH-South,2026-06-15 08:45:03,15-Jun-2026 18:57:03,10.2,420.7,km,UP-40-AB-8577,DRV290,track3_transport_logistics.csv,1586,MANDI053,normalized,420.7,420.7,,no_unit,0,10.2,0,10.2,UP-40-AB-8577,UP-40-AB-8577,0,0,0,0
TRP007454,MANDI032,WH-West,30/08/2026 05:31,31/08/2026 03:49,22.3,1180.4,km,RJ-52-BC-4637,,track3_transport_logistics.csv,1587,032,normalized,1180.4,1180.4,,no_unit,0,22.3,0,22.3,RJ-52-BC-4637,RJ-52-BC-4637,0,1,0,0
TRP006033,MANDI048,Export-Terminal,29-Jan-2026 02:07:19,29-Jan-2026 07:43:19,5.6,259.9,km,HR44-AB-5425,,track3_transport_logistics.csv,1588,mandi_048,normalized,259.9,259.9,,no_unit,0,5.6,0,5.6,HR44-AB-5425,HR44-AB-5425,0,1,0,0
TRP003874,MANDI057,WH-North,08-25-2026 11:34 AM,25-Aug-2026 18:52:51,7.3,387.6,km,,DRV354,track3_transport_logistics.csv,1589,M057,normalized,387.6,387.6,,no_unit,0,7.3,0,7.3,,,1,0,0,0
TRP004681,MANDI028,WH-West,05-17-2026 10:16 AM,18/05/2026 04:16,18.0,1062.9,km,up 19-BC-9550,,track3_transport_logistics.csv,1590,mandi_028,normalized,1062.9,1062.9,,no_unit,0,18.0,0,18.0,up 19-BC-9550,UP-19-BC-9550,0,1,0,0
TRP006866,MANDI027,WH-East,05-25-2026 03:29 PM,2026-05-26T03:47:05,12.3,602.0,km,up 37-BC-4535,DRV356,track3_transport_logistics.csv,1591,MANDI027,normalized,602.0,602.0,,no_unit,0,12.3,0,12.3,up 37-BC-4535,UP-37-BC-4535,0,0,0,0
TRP007537,MANDI010,WH-East,2026-06-25T03:29:42,25/06/2026 09:29,6.0,336.7,km,up 85-CD-6444,DRV758,track3_transport_logistics.csv,1592,MANDI-010,normalized,336.7,336.7,,no_unit,0,6.0,0,6.0,up 85-CD-6444,UP-85-CD-6444,0,0,0,0
TRP002040,MANDI045,WH-Central,2026-06-05 07:41:09,2026-06-05 15:47:09,8.1,474.3,km,HR34-CD-3323,DRV676,track3_transport_logistics.csv,1593,M045,normalized,474.3,474.3,,no_unit,0,8.1,0,8.1,HR34-CD-3323,HR34-CD-3323,0,0,0,0
TRP005305,MANDI029,WH-West,2026-05-14 20:35:41,15/05/2026,18.6,582.2867641,miles,PB-93-AB-9433,,track3_transport_logistics.csv,1594,MANDI-029,normalized,582.2867641,582.2867641,,no_unit,0,18.6,0,18.6,PB-93-AB-9433,PB-93-AB-9433,0,1,0,0
TRP004448,MANDI040,WH-Central,04-12-2026 11:47 PM,2026-04-13 12:41:21,12.9,622.5,km,PB-91-DF-8135,DRV272,track3_transport_logistics.csv,1595,MANDI040,normalized,622.5,622.5,,no_unit,0,12.9,0,12.9,PB-91-DF-8135,PB-91-DF-8135,0,0,0,0
TRP009124,MANDI015,WH-Central,2026-02-19 22:34:56,02-20-2026 07:40 PM,21.1,971.7,km,,DRV580,track3_transport_logistics.csv,1596,MANDI-015,normalized,971.7,971.7,,no_unit,0,21.1,0,21.1,,,1,0,0,0
TRP003414,MANDI041,WH-South,17/05/2026 19:35,2026-05-18 11:29:17,15.9,809.2,km,UP-48-AB-2289,,track3_transport_logistics.csv,1597,mandi041,normalized,809.2,809.2,,no_unit,0,15.9,0,15.9,UP-48-AB-2289,UP-48-AB-2289,0,1,0,0
TRP004706,MANDI048,WH-North,09/07/2026,,13.6,575.2,km,UP18-CD-5678,DRV649,track3_transport_logistics.csv,1598,M048,normalized,575.2,575.2,,no_unit,0,13.6,0,13.6,UP18-CD-5678,UP18-CD-5678,0,0,1,0
TRP006473,MANDI018,WH-Central,17/02/2026,02-17-2026 10:56 AM,2.7,81.1510526,miles,DL 61 BC 8686,DRV794,track3_transport_logistics.csv,1599,MANDI018,normalized,81.1510526,81.1510526,,no_unit,0,2.7,0,2.7,DL 61 BC 8686,DL-61-BC-8686,0,0,0,0
TRP002679,MANDI055,WH-Central,06-22-2026 01:36 AM,22/06/2026,3.4,181.5,km,pb 70-BC-9755,DRV405,track3_transport_logistics.csv,1600,MANDI055,normalized,181.5,181.5,,no_unit,0,3.4,0,3.4,pb 70-BC-9755,PB-70-BC-9755,0,0,0,0
TRP008274,MANDI033,WH-South,14/08/2026,2026-08-15 08:38:27,15.0,707.3,km,PB44-DF-2556,,track3_transport_logistics.csv,1601,MANDI033,normalized,707.3,707.3,,no_unit,0,15.0,0,15.0,PB44-DF-2556,PB44-DF-2556,0,1,0,0
TRP003886,MANDI029,WH-South,2026-07-14 21:48:50,15/07/2026,9.0,438.9,km,dl 84-AB-7584,DRV219,track3_transport_logistics.csv,1602,MANDI-029,normalized,438.9,438.9,,no_unit,0,9.0,0,9.0,dl 84-AB-7584,DL-84-AB-7584,0,0,0,0
TRP001714,MANDI039,WH-West,16/08/2026 21:09,,3.9,232.7,km,up 54-BC-1893,DRV363,track3_transport_logistics.csv,1603,M039,normalized,232.7,232.7,,no_unit,0,3.9,0,3.9,up 54-BC-1893,UP-54-BC-1893,0,0,1,0
TRP008544,MANDI005,WH-East,2026-08-02 15:31:15,2026-08-03 10:25:15,18.9,1088.8,km,DL-86-BC-8781,DRV613,track3_transport_logistics.csv,1605,MANDI005,normalized,1088.8,1088.8,,no_unit,0,18.9,0,18.9,DL-86-BC-8781,DL-86-BC-8781,0,0,0,0
TRP008204,MANDI047,Export-Terminal,2026-07-26T02:15:23,26-Jul-2026 07:15:23,5.0,231.0,km,,DRV846,track3_transport_logistics.csv,1606,MANDI-047,normalized,231.0,231.0,,no_unit,0,5.0,0,5.0,,,1,0,0,0
TRP004562,MANDI053,WH-East,09-Sep-2026 23:35:30,10/09/2026 10:47,11.2,622.5,km,hr 37-DF-7867,DRV171,track3_transport_logistics.csv,1607,M053,normalized,622.5,622.5,,no_unit,0,11.2,0,11.2,hr 37-DF-7867,HR-37-DF-7867,0,0,0,0
TRP008447,MANDI006,WH-East,03/07/2026,,8.5 hrs,449.2,km,HR-94-AB-1828,DRV345,track3_transport_logistics.csv,1608,MANDI006,normalized,449.2,449.2,,no_unit,0,8.5 hrs,0,,HR-94-AB-1828,HR-94-AB-1828,0,0,1,0
TRP006026,MANDI002,WH-North,2026-01-07 00:00:05,01-07-2026 11:36 AM,11.6,571.5,km,PB-96-CD-6056,DRV996,track3_transport_logistics.csv,1609,MANDI002,normalized,571.5,571.5,,no_unit,0,11.6,0,11.6,PB-96-CD-6056,PB-96-CD-6056,0,0,0,0
TRP001356,MANDI026,Export-Terminal,22/06/2026 07:38,,,329.6,km,,DRV366,track3_transport_logistics.csv,1610,mandi_026,normalized,329.6,329.6,,no_unit,0,,0,,,,1,0,1,0
TRP004922,MANDI014,Export-Terminal,05/07/2026 04:53,05-Jul-2026 15:59:27,11.1,656.7,km,RJ-92-BC-9093,DRV363,track3_transport_logistics.csv,1611,M014,normalized,656.7,656.7,,no_unit,0,11.1,0,11.1,RJ-92-BC-9093,RJ-92-BC-9093,0,0,0,0
TRP004882,MANDI037,WH-North,2026-04-23 14:34:52,2026-04-23 21:10:52,6.6,353.3,km,,DRV641,track3_transport_logistics.csv,1612,M037,normalized,353.3,353.3,,no_unit,0,6.6,0,6.6,,,1,0,0,0
TRP002240,MANDI019,WH-East,26-Apr-2026 10:18:22,04-27-2026 09:48 AM,23.5,607.0173298999999,miles,DL-64-CD-6497,DRV136,track3_transport_logistics.csv,1613,MANDI019,normalized,607.0173298999999,607.0173298999999,,no_unit,0,23.5,0,23.5,DL-64-CD-6497,DL-64-CD-6497,0,0,0,0
